,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f462,-0.826033313,-0.780602803,-0.756587644,-0.826033313,-0.753943774,-0.826033313,-1,-0.764431127,-0.47027027,-1,-0.653741077,-0.823125055,-1,-0.826033313,-1,-1,-0.824895131,-0.567567568,-0.989189189,-1,-0.715695779,-0.687494492,-0.826033313,-0.665506301,-1,-0.734572911,-0.725037455,-0.721908875,-1,-0.816216216,-0.713580682,-1,-0.744778356,-0.698775007,-1,-1,-1,-1,-0.738212743,-0.75903907,-1,-1,-0.804882348,-0.815302381,-0.859459459,-0.601480568,-1,-1,-0.286486486,-1,-0.221621622,-1,-0.824799506,-1,-0.715695779,-0.826033313,-0.757292676,-0.966905681,-1,-1,-0.6,-0.675686859,-1,-0.809993831,-0.768044417,-0.956756757,-1,-0.826033313,-0.664052172,-0.800828413,-1,-0.815678153,-0.826033313,-0.826033313,-0.924324324,-1,-0.735639426,-0.843130343,-0.768925707,-0.749669516,-0.833436151,-1,-0.827027027,-0.826033313,-0.902702703,-0.826033313,-0.773508416,-1,-1,-0.758702741,-0.945945946,-0.924324324,-0.694544814,-0.704459328,-0.837837838,-0.66158456,-0.945945946,-0.47027027,-0.676122403,-0.924324324,-1,-0.795849123,-0.672670784,-1,-0.945945946,-1,-0.804970477,-0.800255574,-0.621621622,-0.841808408,-0.826033313,-0.684321847,-1,-0.750361802,-1,-1,-1,-1,-0.745659646,-1,-1,-0.989189189,-0.792544285,-0.743897065,-0.690887459,-0.826738345,-0.811227637,-0.825159108,-0.826033313,-0.765092095,-0.679915396,-1,-1,-0.664864865,-0.989189189,-0.654402045,-0.803780735,-0.826033313
f463,-1,-0.749562363,-0.765800511,-1,-0.786715901,-1,-1,-0.8845186,-0.298507463,-1,-0.874270605,-0.842341357,-0.940298507,-1,-1,-1,-1,-0.462686567,-0.104477612,-1,0.182020423,0.274981765,-1,-0.796061269,-1,-0.860334319,-0.798723559,-0.719447484,-1,-0.641791045,0.63916849,-1,-0.797246535,-0.493873085,-1,-1,-1,-1,-0.828637856,-0.707237381,-1,-1,-0.527935813,-1,-0.611940299,0.112436178,-1,-1,-0.164179104,-0.835820896,-0.104477612,-1,-0.798577681,-0.462686567,0.199380015,-1,-0.096316557,-0.847700274,-1,-1,-0.71641791,-0.783846877,-1,-0.612399708,0.693107221,-0.71641791,-0.910447761,-1,-0.013238512,-0.795696572,-1,-0.869000729,-1,-1,-0.835820896,-1,-0.698076966,-0.61615609,-0.846353027,-0.5845186,-0.612417943,-1,-0.671641791,-1,-0.865671642,-1,-0.909992706,-1,-1,-0.705324581,-0.880597015,-0.52238806,-0.60816922,-0.400428519,-1,0.851094092,-0.835820896,-0.194029851,-0.784137165,-0.656716418,-0.388059701,-0.798641503,-0.781836678,-1,-0.835820896,-1,-0.871489788,-0.88678884,-0.776119403,0.058688913,-1,1,-1,-0.676745574,-1,-1,-1,-1,0.560594457,-1,-1,-0.925373134,-0.615864333,0.123778264,-0.614970824,-0.358460977,-0.90174143,-1,-1,-0.852370532,-0.635375638,-1,-1,-0.373134328,-0.925373134,-0.846097739,-0.472283005,-1
f464,-0.82312432,-0.671348315,-0.703606379,-0.82312432,-0.675199348,-0.82312432,-1,-0.754122871,0.359568576,-1,-0.516310257,-0.827881479,-0.972015741,-0.82312432,-1,-1,-0.821967107,-0.018510421,-0.865034252,-1,-0.669626676,-0.587894165,-0.82312432,-0.608055455,-1,-0.742815891,-0.729430953,-0.628851033,-1,-0.971432736,-0.704784342,-1,-0.711806814,-0.685212033,-1,-1,-1,-1,-0.726259514,-0.683595801,-1,-0.992129427,-0.803189561,-0.812213951,-0.619880484,-0.558535701,-1,-1,0.557207404,-0.893310013,-0.519020551,-1,-0.818231243,-0.905553126,-0.592606017,-0.82312432,-0.768756796,-0.939319847,-1,-1,-1,-0.82631059,-1,-0.816237767,-0.739035883,-0.826847398,-0.990963416,-0.82312432,-0.530808264,-0.774374773,-1,-0.754802465,-0.82312432,-0.82312432,-0.987756887,-1,-0.753790992,-0.863718739,-0.75838166,-0.652727437,-0.7225444,-1,-0.907885148,-0.82312432,-0.919545256,-0.82312432,-0.742252628,-0.99242093,-1,-0.692370424,-0.938201428,-0.957732109,-0.654584995,-0.605382385,-0.962687655,-0.502718376,-0.93295438,0.516980032,-0.818111954,-0.974930768,-0.89301851,-0.776594781,-0.824695298,-1,-0.93295438,-1,-0.796348315,-0.764044944,-0.941116455,-0.599356651,-0.82312432,-0.604748097,-1,-0.731719482,-0.99164394,-1,-1,-0.996501968,-0.524193548,-1,-1,-0.988339892,-0.841246829,-0.597317869,-0.652682131,-0.698441464,-0.773740486,-0.822235498,-0.82312432,-0.547888728,-0.646973541,-1,-1,-0.654277802,-0.959772628,-0.65281805,-0.771701704,-0.82312432
f465,-1,-0.798787268,-0.81571122,-1,-0.902645256,-1,-1,-0.919414061,0.378657996,-1,-0.914009774,-0.897745197,-1,-1,-1,-1,-1,-0.00472953,-0.865208395,-1,0.084063817,0.224782148,-1,-0.85164068,-1,-0.875145894,-0.844542704,-0.73835751,-1,-0.971031629,0.449590153,-1,-0.855674502,-0.494686215,-1,-1,-1,-1,-0.873516407,-0.824179924,-1,-0.992018918,-0.530421741,-1,-0.66420337,-0.00059473,-1,-1,0.574933491,-0.891812001,-0.687259829,-1,-0.844128979,-0.904227017,0.204794042,-1,-0.249036796,-0.938467849,-1,-1,-1,-0.872796338,-1,-0.834509865,0.516820521,-0.824416199,-0.990836536,-1,-0.127918703,-0.83994001,-1,-0.908902852,-1,-1,-0.987584984,-1,-0.730307536,-0.837250795,-0.848796318,-0.698407157,-0.715292323,-1,-0.906591782,-1,-0.918415607,-1,-0.920500091,-1,-1,-0.726579267,-1,-0.957138634,-0.637628319,-0.506412743,-1,0.784966256,-1,0.538279633,-0.826551327,-0.974578776,-0.891516406,-0.910312104,-0.871613359,-1,-1,-1,-0.883045018,-0.908256406,-0.992314514,0.351627751,-1,1,-1,-0.709206222,-0.991526614,-1,-1,-1,0.341219973,-1,-1,-0.988176175,-0.835130453,0.184805937,-0.645333954,-0.351795827,-0.935704497,-1,-1,-0.866457218,-0.668450857,-1,-1,-0.694354124,-0.959207804,-0.816267163,-0.700152561,-1
f466,-0.929830077,-0.897655671,-0.940861176,-0.926305641,-0.897349006,-0.92691897,-1,-0.857667937,-1,-1,-0.933966739,-0.925846747,-0.351351351,-0.926153412,-1,-1,-0.752026412,-1,-1,-1,-0.836984627,-0.440502665,-0.93733674,-0.832847965,-1,-0.849379551,-0.727169119,-0.897809003,-1,-1,-0.830550187,-1,-0.875746805,-0.808208167,-1,-1,-1,-1,-0.887391233,-0.901664507,-1,-1,-0.808208167,-0.634138539,0.135135135,-0.801595759,-1,-1,-1,-1,-0.324324324,-1,-0.754052826,-1,-0.871783332,-0.933966739,-0.795472947,-1,-1,-1,-1,0.062405117,-1,-0.679572685,-0.920260599,-1,-1,-0.847096835,-0.795472947,-0.83009019,-1,-0.907307882,-0.75363824,-0.954343385,-1,-1,-0.571714814,-0.717174759,-0.883407904,-0.95158561,-0.92201675,-1,-1,-0.881109023,-1,-0.910065657,-0.926305641,-1,-1,-0.915734539,0.432432432,-1,-0.83315463,-0.905316769,-1,-0.297558377,0.432432432,-1,-0.804556623,-1,-1,-0.897502339,0.072285362,-1,0.432432432,-1,-0.909300099,-0.85383794,0.189189189,-0.943158954,-0.904243443,-0.930442303,-1,-0.558397268,-1,-1,-1,-1,-0.871943283,-1,-1,-1,-0.679572685,-0.897196777,-0.856442382,-0.955415608,-0.899954552,-0.934558422,-0.916653429,-0.882334578,0.309229279,-1,-1,0.027027027,-1,-0.881569019,-0.867166817,-0.956028937
f467,-0.929188362,-0.908932132,-0.936803408,-0.918817574,-0.912659736,-0.921409979,-1,-0.869070689,-1,-1,-0.930160223,-0.920761295,-1,-0.933401313,-1,-1,-0.733073094,-1,-1,-1,-0.827749706,-0.408176694,-0.945230476,-0.855296639,-1,-0.871812447,-0.716549861,-0.913146249,-1,-1,-0.862912851,-1,-0.894187388,-0.840393808,-1,-1,-1,-1,-0.902613289,-0.901452019,-1,-1,-0.840393808,-0.590193676,-1,-0.77438372,-1,-1,-1,-1,1,-1,-0.728208102,-1,-0.862701679,-0.929511538,-0.779706396,-1,-1,-1,-1,-1,-1,-0.679269934,-0.895830101,-1,-1,-0.849949657,-0.779706396,-0.846546396,-1,-0.898400339,-0.734808119,-0.948308228,-1,-1,-0.579176884,-0.678995565,-0.87652473,-0.943933106,-0.920113777,-1,-1,-0.905205695,-1,-0.902126776,-0.91508997,-1,-1,-0.916872686,-1,-1,-0.78108174,-0.905205695,-1,-0.47390619,-1,-1,-1,-1,-1,-0.902937632,-1,-1,-1,-1,-0.890946298,-0.841846931,-1,-0.949928773,-0.897104136,-0.929511538,-1,-0.566091372,-1,-1,-1,-1,-0.84815994,-1,-1,-1,-0.679269934,-0.885274973,-0.890784127,-0.950739629,-0.899696542,-0.934206376,-0.912497565,-0.89127064,0.18300026,-1,-1,-1,-1,-0.894025217,-0.858051216,-0.956248782
f468,-0.749421089,-0.773700017,-0.331208255,-0.786478928,-0.638013372,-0.685643632,-1,-0.217012731,-1,-1,-0.677743591,-0.661363867,-1,-0.567033453,-1,-1,-0.636507449,-1,-0.890625,-1,-0.63638736,-0.654004158,-0.699583502,-0.169963787,-1,-0.345780282,-0.540475544,-0.418567897,-1,-1,0.313537089,-1,-0.754416223,-0.436590082,-1,-1,-1,-1,-0.704694899,-0.770504427,-1,-1,-0.436590082,-0.536729051,-1,-0.609118211,-1,-1,-0.78125,-1,-1,-1,-0.361253501,-1,-0.675976224,-0.399864583,-0.668560613,-1,-1,-1,-1,-0.870694114,-1,-0.510707712,-0.688372052,-1,-1,-0.39394018,-0.668560613,-0.518125972,-1,-0.627441788,-0.638870151,-0.421007751,-1,-1,-0.309914744,-0.355835972,-0.182626435,-0.818077417,-0.735480382,-1,-1,-0.218058263,-1,-0.485714477,-0.517312966,-0.59375,-1,-0.560760261,-1,-1,-0.567033453,-0.464803835,1,-0.681175446,-0.71875,-1,-0.870867769,-1,-1,-0.414967085,-0.869491584,-1,-0.71875,-1,-0.296008117,-0.358275826,-1,-0.791242372,-0.741521048,-0.556810659,-1,-0.288456514,-1,-1,-1,-0.8125,-0.710160104,-1,-1,-1,-0.510707712,-0.733621844,-0.425189879,-0.783691121,-0.433321609,-0.772446824,-0.567033453,-0.475491682,-0.213089894,-1,-1,-1,-1,-0.175540237,-0.777650455,-0.768240666
f469,-0.796376779,-0.784780836,-0.409307395,-0.802406436,-0.780722382,-0.666967092,-1,-0.494420564,-1,-1,-0.620003899,-0.622439306,-1,-0.570490083,-1,-1,-0.63921217,-1,-1,-1,-0.668706191,-0.712174488,-0.840789349,-0.543239742,-1,-0.507707212,-0.529722413,-0.717293267,-1,-1,-0.087986481,-1,-0.806117572,-0.56466943,-1,-1,-1,-1,-0.823162915,-0.747494353,-1,-1,-0.56466943,-0.504239403,-1,-0.589605146,-1,-1,-1,-1,-1,-1,-0.318202975,-1,-0.673299818,-0.569214354,-0.677853925,-1,-1,-1,-1,-1,-1,-0.491654536,-0.693114528,-1,-1,-0.693638011,-0.677853925,-0.596000489,-1,-0.624873878,-0.641557291,-0.512046998,-1,-1,-0.397659474,-0.274563524,-0.334861759,-0.785824463,-0.795217101,-1,-1,-0.468329901,-1,-0.515525197,-0.518076655,-1,-1,-0.591593881,-1,-1,-0.601566776,-0.696420737,-1,-0.679345337,-1,-1,-1,-1,-1,-0.420903338,-1,-1,-1,-1,-0.444442543,-0.611770938,-1,-0.787216243,-0.740020948,-0.604929758,-1,-0.37892967,-1,-1,-1,-1,-0.710325181,-1,-1,-1,-0.491654536,-0.698275887,-0.686447842,-0.802986692,-0.516568823,-0.791624601,-0.532687426,-0.661865011,-0.423710276,-1,-1,-1,-1,-0.466242648,-0.768314915,-0.81864109
f470,-0.748958617,-0.752626959,-0.567474862,-0.773415266,-0.53827055,-0.721049074,-1,-0.04179828,-0.305058441,-1,-0.689111244,-0.691197377,-0.557786508,-0.535393571,-1,-1,-0.661921654,-0.44371696,0.673699015,-0.708860759,-0.679760416,-0.812466045,-0.64983673,0.00301526,-0.72976381,-0.240110044,-0.614065085,-0.249824818,-1,-0.092681507,0.140764277,-0.885299966,-0.694865719,-0.469611578,-1,-1,-1,-1,-0.621927187,-0.740532339,-1,-0.811533052,-0.469611578,-0.570261758,-0.609583394,-0.653293247,-1,-1,0.897279208,-0.667685145,0.088219603,-1,-0.495295065,0.485814055,-0.681148927,-0.41627474,-0.709794762,-0.586125735,-1,-1,-0.779911732,-0.378398593,-1,-0.55165614,-0.775538689,-0.582278481,-0.430670741,-0.243638407,-0.709794762,-0.622071166,-1,-0.68069524,-0.664119164,-0.489069293,-0.823463796,-1,-0.369416917,-0.412677869,-0.262412571,-0.818804202,-0.696017029,-0.72976381,0.19486881,-0.259391614,-1,-0.562223793,-0.529495117,-1,-1,-0.556325339,-0.598380135,-0.383141762,-0.294853808,-0.429797835,-0.691401135,-0.75008921,-0.467869441,0.825258257,-0.528137211,-0.438964062,0.618943693,-0.610037056,-0.265167805,-0.802880526,-0.327416461,-1,-0.298378689,-0.199760209,-0.489984965,-0.793915617,-0.677674283,-0.423108017,-1,-0.34980891,-0.965501326,-0.775692323,-1,-1,-0.744273621,-0.746010961,-1,-0.312769775,-0.55165614,-0.733493367,-0.268095575,-0.761690348,-0.564813333,-0.753625196,-0.601714275,-0.250040267,-0.755088057,-1,-1,-0.145690868,-0.793879432,-0.065535556,-0.741405447,-0.75507252
f471,-0.86431432,-0.843518013,-0.781729133,-0.855920373,-0.783803113,-0.807254252,-1,-0.504907865,-0.346047055,-1,-0.76185382,-0.784432807,-1,-0.723963669,-1,-1,-0.778886099,-0.441278192,0.681036582,-0.707584393,-0.804395685,-0.905242004,-0.8359868,-0.556219748,-0.728579083,-0.540184068,-0.738533503,-0.687575365,-1,-0.164499001,-0.453305729,-0.884797116,-0.818059178,-0.682547695,-1,-1,-1,-1,-0.792573131,-0.810588723,-1,-0.810706805,-0.682547695,-0.695766765,-0.607871791,-0.75491288,-1,-1,0.856885382,-0.666228262,0.017974573,-1,-0.657968571,0.4143894,-0.782442205,-0.668291371,-0.810339056,-0.584311293,-1,-1,-0.805153685,-0.375673466,-1,-0.687768692,-0.821243582,-0.580447172,-0.428174777,-0.661459275,-0.810339056,-0.800075738,-1,-0.780023552,-0.78032334,-0.690773374,-0.822689853,-1,-0.610565744,-0.545026889,-0.563826664,-0.846646599,-0.837488996,-0.728579083,0,-0.647498553,-1,-0.712964777,-0.683311585,-1,-1,-0.72934206,-1,-0.38043743,-0.656710927,-0.737966604,-1,-0.716730732,-1,0.789224999,-0.526068545,-0.436504457,0.384675337,-0.831577545,-0.261946269,-0.802016346,-1,-1,-0.579767871,-0.612522089,-0.697988212,-0.863411118,-0.788939045,-0.695618706,-1,-0.59845627,-0.965350082,-1,-1,-1,-0.835265704,-0.744897462,-1,-0.309756929,-0.687768692,-0.801294658,-0.653658393,-0.844611343,-0.736483595,-0.840811357,-0.711802023,-0.59226861,-0.749498207,-1,-1,-0.14194554,-0.79297579,-0.516972877,-0.826877688,-0.867384297
f472,-0.26442654,-0.177710359,-0.334971254,-0.368580009,-0.064837675,-0.358275378,-1,-0.18230795,-1,-1,-0.246829454,-0.298034153,0.302292366,-0.292485769,-1,-1,-0.272411547,-1,-1,-1,-0.170735215,-0.693279733,0.000317311,-0.093056702,-1,-0.165579356,-0.125229756,-0.450380146,-1,-0.777761908,0.707831542,-1,-0.048192524,0.021705203,-1,-1,-1,-1,-0.140931914,-0.2911496,-1,-1,0.021705203,0.178360946,-1,0.001223589,-1,-1,-1,-1,-1,-1,0.396214635,-0.771477541,-0.352540945,-0.278218171,-0.332126294,-1,-1,-1,-0.923159323,-1,-1,-0.094509334,0.001992898,-1,-1,-0.01632784,-0.332126294,0.046290938,-1,-0.058021187,-0.277140872,-0.242073208,-1,-1,-0.045313686,0.474635063,-0.43674717,-0.27504734,-0.443405002,-1,-0.413268585,-0.315472583,-1,-0.226696161,-0.481610207,-1,-1,-0.16772304,-0.077054917,-1,-0.008084592,-0.276950067,-1,-0.063140401,0.567092766,-1,-1,-1,-1,-0.317057998,-1,-1,0.567092766,-1,-0.232085889,-0.15282196,-0.383560666,-0.185478781,-0.245085383,-0.368421353,-1,-0.015627676,-1,-1,-1,-1,-0.175539401,-1,-1,-1,-0.094509334,-0.333227182,0.028693853,-0.253645942,-0.267280059,-0.103156251,-0.770608975,0.002694864,-0.15068981,-1,-1,-1,-1,-0.253328631,-0.216550186,-0.213063185
f473,-0.176284683,0.121536941,-0.185350719,-0.207903655,0.273585545,-0.195349137,-1,0.045511802,-1,-1,-0.004240916,-0.101886609,-1,-0.125135903,-1,-1,-0.251702708,-1,-1,-1,-0.445276112,-0.582066792,0.385414496,0.204072016,-1,-0.010419217,-0.008609888,-0.269745537,-1,-1,0.077596128,-1,0.320316809,0.055203053,-1,-1,-1,-1,0.17896298,-0.105621262,-1,-1,0.055203053,-0.227798287,-1,-0.400448113,-1,-1,-1,-1,-1,-1,0.243899969,-1,-0.198208219,-0.066315475,-0.337898435,-1,-1,-1,-1,-1,-1,0.067917152,0.05768801,-1,-1,0.258009573,-0.337898435,-0.001217788,-1,0.245687732,-0.256566641,0.073411289,-1,-1,0.095388648,0.434005502,-0.219062111,-0.124903226,-0.259283438,-1,-1,-0.073988796,-1,0.059462382,-0.309734187,-1,-1,0.018310346,-1,-1,0.296834839,-0.041439116,-1,0.180745722,-1,-1,-1,-1,1,-0.106304126,-1,-1,-1,-1,-0.047716375,0.057833643,-1,0.128279554,-0.082589478,-0.229524209,-1,0.129449803,-1,0.866801211,-1,-1,0.113530506,-1,-1,-1,0.067917152,-0.10676948,0.37471972,-0.006566013,-0.027024855,0.178578614,-0.723567927,0.344031457,0.090264473,-1,-1,-1,-1,-0.020282242,0.023658571,0.021333474
f474,-0.103152076,0.091178123,-0.239652278,-0.075641316,-0.045789878,-0.165548797,-1,-0.133589316,-0.845641595,-1,-0.153842037,0.031122923,-1,-0.279571918,-1,-1,-0.028987672,-1,-1,-1,-0.166719557,-0.819272198,-0.052462116,0.046926923,-1,-0.196842161,-0.10216113,-0.368074318,-1,-1,0.427862326,-1,-0.130311356,0.028254743,-1,-1,-1,-1,-0.158056437,-0.205738692,-1,-1,0.028254743,0.351886816,-1,0.206030638,-1,-1,-0.849739606,-1,-0.73704431,-1,0.301240677,-1,0.117854432,-0.106547197,-0.081616773,-1,-1,-1,-1,-1,-1,-0.052956465,-0.161213865,-1,-1,0.242779363,-0.081616773,-0.096596156,-1,-0.129960718,-0.035299252,-0.087113756,-1,-1,-0.0528491,0.432427364,-0.337168437,-0.259319197,-0.312350679,-1,-1,-0.255924077,-1,-0.069671197,-0.301580358,-1,-1,-0.037828876,-0.689404935,-1,0.068233243,-0.228881958,0.086485102,-0.443587938,-1,-0.845641595,-1,-1,-1,0.020236285,-1,-1,-0.505506702,-1,-0.045789878,0.076194245,-1,-0.111932357,0.084154404,-0.052579276,-1,-0.023397404,-1,-1,-1,-1,0.113578502,-1,-1,-1,-0.052956465,0.110494404,0.144911723,-0.145413237,-0.034433755,-0.000756862,-0.60841228,0.232477684,-0.467020002,-1,-1,-1,-1,-0.204297677,-0.105142116,-0.154778476
f475,-0.138141426,0.234615703,-0.134434912,-0.172970911,0.3499747,-0.143822137,-1,0.13580618,-1,-1,0.083438342,-0.044272735,-1,-0.090218202,-1,-1,-0.16611805,-1,-1,-1,-0.424192113,-0.584194674,0.486329565,0.354173874,-1,0.037347611,0.074386376,-0.194955656,-1,-1,0.086401419,-1,0.430504212,0.107473468,-1,-1,-1,-1,0.318108291,-0.02627987,-1,-1,0.107473468,-0.204800457,-1,-0.37725421,-1,-1,-0.870550162,-1,-1,-1,0.298848295,-1,-0.107886389,0.021188841,-0.26936041,-1,-1,-1,-1,-1,-1,0.147604535,0.12023669,-1,-1,0.39419141,-0.26936041,0.041197609,-1,0.321813026,-0.171538283,0.21139486,-1,-1,0.165613679,0.583163111,-0.116402121,-0.087747786,-0.178158962,-1,-1,0.013777593,-1,0.159766902,-0.181122038,-1,-1,0.103939771,-1,-1,0.40703615,0.049101517,-1,0.170575194,-1,-1,-1,-1,-1,-0.067986238,-1,-1,-1,-1,0.020199963,0.162978977,-1,0.219545988,0.004637588,-0.141351721,-1,0.201858484,-1,-1,-1,-1,0.251175849,-1,-1,-1,0.147604535,0.086401419,0.52708876,0.105175868,0.057747084,0.299905438,-0.720618902,0.534994446,0.169403125,-1,-1,-1,-1,0.069604725,0.106162967,0.147416601
f476,-0.314178902,-0.523843262,-0.210990899,-0.496924839,-0.441294152,-0.349172851,-1,-0.002224538,-0.850463215,-1,-0.313280903,-0.196037178,-0.982779292,-0.437105645,-1,-1,-0.040478416,-0.864850136,-1,-1,0.017217023,-0.652412106,-0.528927613,0.023199373,-0.997820163,-0.145702591,-0.064858323,0.084213745,-1,-0.910626703,0.73175254,-1,-0.522049418,-0.044037462,-1,-1,-1,-1,-0.336012973,-0.562651452,-1,-1,-0.044037462,0.38820752,-0.982561308,0.291780621,-1,-1,-0.816893733,-0.989536785,-0.539182561,-1,0.322415939,-0.522615804,0.232473954,-0.31148706,0.011475503,-1,-1,-1,-1,-0.945656295,-1,-0.183243749,-0.254590129,-1,-0.985395095,-0.206505214,0.011475503,-0.009701399,-1,-0.548668507,-0.046715306,-0.41826275,-1,-1,-0.001439902,0.069559356,-0.215476585,-0.452658033,-0.264827744,-0.997820163,-0.099291553,-0.334516308,-1,-0.432919292,-0.405402204,-1,-1,-0.455948541,-0.665395095,-1,-0.176296284,-0.05964907,-1,-0.506520719,-1,-0.983651226,-0.947530795,-0.99346049,0.703542234,-0.187662318,-0.945150905,-1,-0.601307902,-1,-0.21846776,-0.112290736,-0.485558583,-0.566014738,-0.435311801,-0.04140484,-1,0.029610365,-1,-1,-1,-1,0.048024619,-0.976893733,-1,-0.953569482,-0.183243749,0.144332272,-0.083279138,-0.530422124,-0.316870744,-0.59960538,-0.134721319,-0.051573543,-0.212616772,-1,-1,-1,-1,0.010039495,-0.314178902,-0.463724734
f477,-0.579084274,-0.725324591,-0.520137603,-0.71339636,-0.76715679,-0.574244031,-1,-0.5598963,-0.313561872,-1,-0.627139465,-0.54658532,-0.544034363,-0.710457863,-1,-1,-0.385706422,-0.442970097,0.888320429,-0.671527455,-0.424892218,-0.476922656,-0.826965968,-0.578046279,-0.771661514,-0.539106488,-0.437284684,-0.517718103,-1,-0.127137424,-0.060847173,-0.870591776,-0.77493553,-0.311576093,-1,-1,-1,-1,-0.71114986,-0.750762812,-1,-0.787365599,-0.311576093,-0.130687827,-0.612048918,-0.201878846,-1,-1,0.487784192,-0.663648053,-0.251019124,-1,-0.230803314,0.520396159,-0.289136398,-0.657562429,-0.368064683,-0.558347045,-1,-1,-0.776257832,-0.316406255,-1,-0.484057939,-0.535408826,-0.528713305,-0.398320155,-0.647364189,-0.368064683,-0.47139166,-1,-0.76698379,-0.38969933,-0.732411335,-0.809581133,-1,-0.321464199,-0.389110013,-0.602420495,-0.601036502,-0.589282514,-0.771661514,-0.095510383,-0.671391162,-1,-0.675021656,-0.673984906,-1,-1,-0.721694098,-0.644606167,-0.319361987,-0.456351933,-0.565773294,-1,0.217113975,-0.399633389,0.593937238,-0.480800177,-0.469015896,0.366091215,-0.546067567,-0.188820445,-0.777603544,-0.382123608,-1,-0.558513551,-0.573725033,-0.65948948,-0.755401557,-0.633016459,-0.384787522,-1,-0.3003651,-0.961077499,-0.991409264,-1,-1,-0.422975536,-0.759404667,-1,-0.387102952,-0.484057939,-0.345549067,-0.652895185,-0.693863632,-0.621953223,-0.754867893,-0.457907681,-0.603111247,0.084875391,-1,-1,-0.036141282,-0.767448223,-0.546067567,-0.596542257,-0.706827369
f478,-0.989850448,-0.991771623,-0.9848055,-0.990592073,-0.992257001,-0.989817909,-1,-0.982153546,-0.996690778,-1,-0.989389474,-0.987449318,-0.997872212,-0.983084984,-1,-1,-0.752270579,-0.997980711,-1,-1,-0.986051484,0.338103053,-0.991836701,-0.982519613,-0.995813743,-0.98882841,-0.854733012,-0.988171962,-1,-0.992929476,-0.97376654,-1,-0.992151248,-0.926031829,-1,-1,-1,-1,-0.990571736,-0.990892591,-1,-1,-0.926031829,-0.983601949,-0.9973478,-0.985468488,-1,-1,-0.966576251,-0.998019892,1,-1,-0.987431693,-0.99801085,-0.98840516,-0.986069109,-0.7658763,-0.998606857,-1,-1,-0.998646775,-0.999775527,-1,-0.844794287,-0.987758442,-1,-0.997962628,-0.987085963,-0.7658763,-0.986620922,-1,-0.990750702,-0.753880821,-0.988852576,-0.999517782,-1,-0.893762492,-0.985238001,-0.983502572,-0.991043556,-0.989953489,-0.995813743,-0.988019892,-0.983037531,-1,-0.987666247,-0.987654045,-1,-1,-0.985094286,-0.99924352,-0.999156118,-0.987637775,-0.987895378,-0.980822785,-0.626965323,-1,-0.974593128,-1,-0.994472574,-0.998191682,-0.983624594,-0.999773439,-1,-0.997748644,-1,-0.984085568,-0.986591094,-0.994174201,-0.99207939,-0.990358875,-0.990535129,-1,-0.890459032,-1,-0.986534057,-1,-1,-0.990239564,-0.997787824,-1,-0.991693791,-0.844794287,-0.986276547,-0.984640092,-0.989392186,-0.98893528,-0.989614129,-0.986989701,-0.987972659,-0.460690823,-1,-1,-1,-1,-0.985323417,-0.989918238,-0.990921533
