,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f756,-0.936779677,-0.993602388,-0.9050028,-0.969912551,-0.933382628,-0.843162376,-0.983537356,-0.93044691,-1,-0.995217829,-0.948044746,-0.982712604,-0.999393874,-0.981509003,-0.869882665,-0.9688748,-0.853466673,-0.982897095,-1,-0.879414101,-0.93170246
f757,-0.534941274,-0.91244147,1,1,1,1,-0.781534779,1,-0.96459021,-0.867372696,1,-0.931846585,-0.92514749,1,-0.816504556,1,1,-0.954905549,-0.919742515,1,1
f758,-0.297539552,-0.860011923,1,1,1,1,-0.552246942,1,-0.854749149,-0.978123834,1,-0.839639452,-0.968646722,1,-0.749601498,1,1,-0.941744192,-0.870798244,1,1
f759,-0.959162323,-0.959118678,0.159634761,0.264483627,0.164357683,0.125314861,-0.995834808,0.338161209,-0.963771106,-0.929236388,0.237720403,-0.998490919,-0.998101084,0.13570529,-0.993436083,0.286209068,0.164672544,-0.996670503,-0.910003125,0.284319899,0.201511335
f760,-0.936654794,-0.957874415,0.241741278,0.334979932,0.341772152,0.235566533,-0.972138237,0.392096326,-0.977072225,-0.97559922,0.335288669,-0.976032421,-0.957573711,0.267366471,-0.985853123,0.393331275,0.25285582,-0.98158694,-0.96782496,0.394257487,0.287125656
f761,-0.79454191,-0.780413831,-0.550966023,-0.602131912,-0.611459027,-0.728447702,-0.976829509,-0.526182545,-1,-0.98648906,-0.643171219,-0.972160766,-0.98637776,-0.614390406,-0.908344909,-0.584277149,-0.638907395,-0.968716773,-0.912312421,-0.581612258,-0.629047302
f762,-0.56870142,-0.942342254,0.599835931,0.595406071,0.554552912,0.559639048,-0.710474939,0.561771944,-0.913254563,-0.999989611,0.465955701,-0.904431614,-0.999995963,0.608695652,-0.843338106,0.520918786,0.575389664,-0.971566558,-0.93674689,0.367842494,0.319606235
f763,-0.76804868,-0.713814822,0.599835931,0.616406891,0.583100902,0.710090238,-0.765162073,0.571944217,-0.818264945,-0.788749339,0.598031173,-0.818863861,-0.798725955,0.608695652,-0.753084079,0.580968007,0.575389664,-0.74909112,-0.81340229,0.598687449,0.62100082
f764,-0.298181608,-0.659230329,-0.435495038,0.135933533,-0.508885299,-0.558273713,-0.113565694,-0.439649204,-0.600336459,-0.828539831,-0.191322409,-0.648159871,-0.823815015,-0.632125548,-0.81367743,-0.568428341,-0.379644588,-0.747060383,-0.731544414,-0.446572813,-0.321947842
f765,0.299405486,-0.882156373,-0.356750458,-0.082403862,-0.471616447,-0.559846845,-0.834518265,-0.436990178,-0.067527099,-0.916387367,-0.271849509,-0.865585236,-0.901576996,-0.687364741,-0.90613019,-0.051107042,-0.544198435,-0.882167928,-0.891219687,-0.190943899,-0.571832862
f766,-0.529830323,-0.642055134,-0.736211662,-0.64143741,-0.477688561,-0.958141372,-0.69116694,-0.450046071,-0.796421377,-0.803118643,-0.63564565,-0.693767639,-0.787669758,-0.764643938,-0.666797866,-0.668290115,-0.490061867,-0.708065318,-0.773930619,-0.525602211,-0.707252863
f767,-0.509934853,-0.573580746,0.415127715,0.415127715,0.398429208,0.406353923,-0.559551707,0.386400623,-0.636863073,-0.712259833,0.415127715,-0.6198061,-0.660905032,0.351446968,-0.665334879,0.391495082,0.415127715,-0.670466113,-0.664711762,0.408476615,0.415127715
f768,-0.490835803,-0.617806435,0.319000198,0.319000198,0.316494097,0.319000198,-0.637082404,0.319000198,-0.708540641,-0.749272032,0.319000198,-0.570489795,-0.718528821,0.319000198,-0.7142737,0.319000198,0.319000198,-0.626217385,-0.676827058,0.319000198,0.319000198
f769,-0.905824924,-0.974548585,-0.440726666,-0.275224766,0.136898693,-0.162406154,-0.974412403,0.331875058,-0.991819415,-0.993074985,-0.128111966,-0.960826553,-0.994681848,-0.451626657,-0.993836422,-0.204337751,-0.082509964,-0.969645124,-0.985189283,0.038724627,0.047288905
f770,-0.997297178,-0.981753848,-0.772301561,-0.722484225,-0.155496513,-0.144735968,-0.991441696,-0.541946197,-0.989331362,-0.996498205,-0.608635005,-0.953664732,-0.997100874,0.168116905,-0.99662965,0.120823647,-0.47525739,-0.957944065,-0.988263433,-0.789040186,-0.685021588
f771,-0.995140137,-0.906431076,-0.709977977,-0.838199033,-0.654450656,0.249910592,-0.991004358,-0.82750767,-0.982507357,-0.982915964,-0.902836599,-0.962979537,-0.996157472,-0.462081428,-0.997196348,-0.899410846,-0.557739003,-0.98197492,-0.986604512,-0.53349521,-0.808948369
f772,-0.991119442,-0.926106718,-0.534995108,-0.539820778,-0.390489109,-0.528740944,-0.962186463,-0.294791998,-0.925022764,-0.980679971,-0.701600754,-0.926570529,-0.995790069,-0.595712116,-0.992908531,-0.723748417,-0.260928281,-0.935300926,-0.97304781,-0.339723544,-0.433163875
f773,-0.999575452,-0.994923584,-0.834731666,-0.48655842,-0.381886181,-0.410352502,-0.99743591,-0.380417741,-0.99809597,-0.999035871,-0.634044864,-0.987876927,-0.998498401,-0.544018784,-0.998995774,-0.735176022,-0.131463622,-0.982742785,-0.96611104,-0.212059564,-0.462306216
f774,-0.99960824,-0.99983709,-0.736194023,-1,-0.594782831,-1,-0.999874238,-0.742650723,-0.999886915,-0.99988019,-1,-0.999802553,-0.999865499,-0.788053924,-0.999933654,-0.840920636,-0.525050692,-0.999742908,-0.999889695,-1,-0.709930529
f775,-0.999655291,-0.999845887,-0.624915442,-1,-0.371146414,-1,-0.999876753,-0.568820582,-0.999897228,-0.999895765,-1,-0.999810451,-0.99988971,-0.573318856,-0.999938722,-0.696521593,-0.275868309,-0.999742908,-0.999892298,-1,-0.408127916
f776,-0.999636839,-0.999862846,-0.630295597,-0.64293511,-0.167937525,-0.600611965,-0.999879318,-0.562512854,-0.999889109,-0.999883161,-0.796713251,-0.999808082,-0.999867651,-0.672531468,-1,-0.62826143,-0.248290116,-0.99976836,-0.999895155,-0.523255247,-0.540911516
f777,-0.218195925,-0.480053005,-0.769429618,-0.777664468,-0.452060093,-0.714636755,-0.395932351,-0.793728861,-0.648668459,-0.626658111,-0.868604054,-0.620828602,-0.674695993,-0.882003348,-0.598716468,-0.837521755,-0.601859067,-0.715282263,-0.637380387,-0.729726266,-0.746922929
f778,-0.522236588,-0.690544373,-0.446400278,-0.658832616,0.074524197,-0.41596852,-0.624175247,-0.612245722,-0.899844766,-0.792654548,-0.803253199,-0.670498741,-0.840773347,-0.448058162,-0.727134764,-0.645463951,-0.146669704,-0.746446886,-0.763738364,-0.60557592,-0.432986202
f779,-0.386014794,-0.684685024,-0.999585021,-0.999586383,-1,-0.999595532,-0.601432917,-0.999578,-0.843873669,-0.813255321,-0.999616596,-0.702766354,-0.854627307,-0.999582723,-0.7672585,-0.999605532,-0.99959166,-0.779657298,-0.81426539,-1,-0.999641745
f780,-0.497520054,-0.59248208,-0.999629787,-0.999591489,-0.999606979,-0.999584511,-0.615107564,-0.999629787,-0.796070203,-0.810070051,-0.999574468,-1,-0.740845134,-0.999613277,-0.823665176,-0.999625574,-0.999582979,-1,-1,-1,-0.999597447
f781,-0.634966701,-0.72321116,-0.999574468,-0.999574468,-0.999574468,-0.999574468,-0.650137996,-0.999574468,-0.859611894,-0.814870088,-0.999574468,-1,-0.776956919,-0.999574468,-0.842527732,-0.999574468,-0.999574468,-1,-1,-0.999574468,-0.999574468
f782,-0.687483927,-0.73613731,-0.998163988,-0.985991365,-0.996546595,-0.929903815,-0.670971172,-0.994440889,-0.844672518,-0.940354452,-0.984685069,-0.694622788,-0.86958652,-0.996158498,-0.876467533,-0.999752748,-0.995348254,-0.716591928,-0.804077182,-0.98789393,-0.992890436
f783,-0.654461306,-0.705166146,-0.944412592,-0.871801826,-0.963154829,-0.915771603,-0.703237254,-0.964031477,-0.854028209,-0.822121785,-0.913249751,-0.709898847,-0.883992077,-0.771447957,-0.870886697,-0.992185841,-0.896352604,-0.75506043,-0.834030179,-0.822686127,-0.843642393
f784,-0.757252327,-0.808273305,-0.784275562,-0.716343005,-0.936069404,-0.816277121,-0.657379421,-0.885251375,-0.625280102,-0.785953453,-0.89393061,-0.803204316,-0.836998159,-0.765980883,-0.858774994,-0.981232508,-0.891785996,-0.846122209,-0.150701469,-0.755898277,-0.131067753
f785,-0.161464886,-0.689034582,-0.988016045,-0.903780303,-0.979171394,-0.956373898,-0.561240146,-0.966429911,-0.646663647,-0.511294751,-0.932928067,-0.631353289,-0.726503585,-0.961318303,-0.661045054,-0.997171213,-0.972097721,-0.622596363,-0.517880296,-0.965982901,-0.954077428
f786,-0.158043799,-0.637022923,-0.975404255,-0.915574468,-0.960468085,-0.94286383,-0.568014275,-0.932851064,-0.64291581,-0.562078238,-0.949757447,-0.667740321,-0.755380105,-0.969217021,-0.672587071,-0.897706383,-0.913421277,-0.606607048,-0.46472982,-0.944591489,-0.933519149
f787,-0.338660505,-0.760510531,-0.853111712,-0.847313491,-0.697719366,-0.794356397,-0.615488441,-0.881329726,-0.740332751,-0.682924331,-0.897951295,-0.705926702,-0.731703264,-0.819095477,-0.676321829,-0.908774642,-0.797448782,-0.746688461,-0.515980427,-0.792423657,-0.835330499
f788,-0.707825732,-0.888270853,-0.38861629,-0.509813543,0.284102061,-0.226202159,-0.791380636,-0.368007851,-0.798219406,-0.860939429,-0.673699706,-0.910541425,-0.88391702,-0.182531894,-0.878905332,-0.68155054,-0.108439647,-0.901560852,-0.766358191,-0.358194308,-0.333660451
f789,-0.590423249,-0.844583872,-0.619621545,-0.640991121,0.162504942,-0.52559541,-0.808396846,-0.495678003,-0.900697728,-0.757159338,-0.737154214,-0.772264756,-0.886201781,-0.583293265,-0.794845359,-0.72219551,-0.431569275,-0.821279823,-0.794698638,-0.478582342,-0.491404088
f790,-0.391798664,-0.627939597,-0.846244365,-0.850014627,-0.688282775,-0.782727246,-0.729420837,-0.798439202,-0.908609292,-0.60333108,-0.899022022,-0.756002771,-0.926456908,0.816696559,-0.841681296,-0.269235961,-0.710097705,-0.601846247,-0.584139865,-0.790579715,-0.840628501
f791,-0.711452694,-0.762226211,-0.880394928,-0.851072633,-0.765292193,-0.796598282,-0.94039183,-0.838923293,-0.816570412,-0.676314631,-0.917774368,-0.907157914,-0.924714427,-0.70462896,-0.915743311,-0.850278413,-0.410918547,-0.86963424,-0.782905122,-0.820708655,-0.825179364
f792,-0.887500748,-0.954309779,-0.705114255,-0.846572361,-0.377584331,-0.717083787,-0.931872788,-0.795429815,-0.951838131,-0.952221052,-0.836779108,-0.962091391,-0.966470206,-0.731229597,-0.955451795,-0.900979325,-0.687704026,-0.955328339,-0.937308085,-0.80304679,-0.706202394
f793,-0.57046703,-0.891593683,-0.999987712,-0.931410747,-0.665390614,-0.918740016,-0.846935324,-0.998743797,-0.705493875,-0.878001309,-0.984327709,-0.913996154,-0.936313142,-0.891299211,-0.901941171,-0.843990737,-0.673767191,-0.840149235,-0.641106573,-0.822943428,-0.949846401
f794,-0.265319241,-0.793760963,-0.938423919,-0.923011374,-0.245674484,-0.565929384,-0.764099432,-0.897225001,-0.375970821,-0.704005817,-0.9335581,-0.716037391,-0.767866426,-1,-0.723776326,-0.713632939,-0.899398565,-0.608065815,-0.772061022,-0.525199758,-0.264001581
f795,-0.86292942,-0.971233823,-0.894731714,-0.937257647,-0.889787677,-0.849232141,-0.932413328,-0.89480389,-0.984506098,-0.979138122,-0.962981074,-0.96397324,-0.987399447,-0.895204465,-0.965754566,-0.916424126,-0.885489613,-0.956452868,-0.972262691,-0.920170046,-0.866345004
f796,-1,-0.931801908,-0.624054054,-0.995135135,-0.937027027,-0.480675676,-0.913790228,-0.976891892,-1,-0.965309188,-0.991756757,-0.965445163,-0.977008693,-0.796081081,-0.973267311,-0.933648649,-0.978918919,-0.540948993,-0.932723283,-0.897094595,-0.84027027
f797,-0.181809515,-0.728382759,-0.982787948,-0.923440026,-0.644230349,-0.889585606,-0.45141729,-0.983223181,-0.712135174,-0.757826384,-0.978639831,-0.855824502,-0.862842526,-0.878921462,-0.621918878,-0.830972777,-0.664384155,-0.780899247,-0.261925527,-0.807101467,-0.918997595
f798,-0.126342246,-0.899432199,-0.825534965,-0.945599126,-0.56411044,-0.885328146,-0.429199012,-0.993993379,-0.983065016,-0.973518942,-0.972355892,-0.961236581,-0.8158472,-0.950650148,-0.892689235,-0.812907409,-0.726220948,-0.959036079,-1,-0.791269923,-0.915292993
f799,-0.956941298,-0.990239562,-0.976415393,-0.948266024,0.158815698,-1,-0.987492413,-0.99632283,-1,-0.987206652,-0.960692322,-0.989992338,-0.998241304,-1,-0.996037624,-0.904647182,-0.922652634,-0.97253224,-1,-0.99759082,-0.97679579
f800,-1,-1,-0.96794355,-0.964069976,-0.936215133,-0.96591952,-1,-0.969779136,-1,-0.896251588,-0.97164264,-1,-1,-0.950481056,-1,-0.971126163,-0.936180236,-1,-1,-0.9425664,-0.973275823
f801,-0.148818838,-0.737958948,-0.836628918,-0.865099933,-0.686179843,0.015300508,-0.152319424,-0.986083993,-0.81373651,-0.669597787,-0.905356953,-0.824696588,-1,-0.706485853,-0.453175597,-0.868436934,-0.667080834,-0.669439207,-1,-0.727075864,-0.732258866
f802,-0.430711258,-0.681393367,-0.469219989,-0.834385695,0.326223377,-0.650828873,-0.665755526,-0.981636381,-0.589017515,-0.822249096,-0.915802365,-0.839271092,-0.704473456,-0.849669981,-0.733147721,-0.430820468,-0.167004902,-0.857579764,0.67748831,-0.364899279,-0.742203216
f803,-0.302833707,-0.905475948,-0.346762143,-0.599796149,0.18160852,-0.286056093,-0.922827946,-0.638303202,-0.99677445,-0.934580042,-0.743787304,-0.993374241,-0.894274538,-0.229375232,-0.883151965,-0.737291722,-0.154157777,-0.874446796,-0.016197837,-0.382660597,-0.48925033
f804,-0.70780677,-0.91089429,-0.340600868,-0.524153092,0.395208838,-0.066163125,-0.970886433,-0.599458881,-1,-0.965358695,-0.740307762,-0.994774745,-0.928309513,-0.008962291,-0.927493305,-0.802277211,-0.098619018,-0.917474649,-1,-0.396888563,-0.578896342
f805,-1,-1,-0.720183486,-0.865661861,-0.587811271,-0.733289646,-1,-0.916775885,-1,-1,-0.942332896,-1,-1,-0.832896461,-0.981096308,-0.958715596,-0.775229358,-1,-1,-0.837483617,-0.882044561
f806,-0.740464219,-0.967273054,-0.098867497,-0.770441676,-0.096715742,-0.462061155,-1,-0.864779162,-0.989946915,-1,-0.872819932,-1,-1,-0.544280861,-1,-0.893318233,-0.531257078,-1,-1,-0.737825595,-0.543374858
f807,-0.576037642,-0.783936636,-0.835431693,-0.769856173,-0.615957492,-0.628056848,-0.858322447,-0.770048227,-0.497228136,-0.925863991,-0.819341897,-0.907096878,-0.956486862,-0.832550894,-0.825523865,-0.450172848,-0.414578977,-0.963312565,-0.850873702,-0.466262644,-0.748111476
f808,-0.464017156,-0.761918152,-0.794274132,-0.772992146,-0.232835065,-0.772738789,-0.999991441,-0.710919686,-0.8662735,-0.998163787,-0.871548011,-0.945982067,-0.997253958,-0.753230301,-0.912625964,-0.820369901,-0.352166202,-0.933005977,-0.618317712,-0.410945022,-0.685077274
f809,-0.568921131,-0.899676258,-0.683823529,-0.661764706,-0.933823529,-0.095588235,-1,-0.595588235,-0.871563574,-0.99888524,-0.948529412,-0.9422125,-1,-0.897058824,-0.915138231,-0.963235294,-0.426470588,-0.981608236,-1,-0.536764706,-0.338235294
f810,-0.836422794,-0.971697187,-0.395348837,-0.534883721,0.023255814,-0.162790698,-0.985147462,-0.720930233,-0.940043642,-0.972855765,-0.813953488,-1,-0.940323209,-0.395348837,-0.970441785,-0.395348837,-0.302325581,-1,-0.598632499,-0.162790698,-0.441860465
f811,-0.729891383,-0.969681822,-0.487467152,-0.705478068,-0.362576646,-0.118893606,-0.621858055,-0.214203895,-0.787212489,-0.849295791,-0.672832019,-0.971183203,-0.931630787,0.157401792,-0.817508251,-0.319217034,-0.502829998,-0.70279271,-0.513568022,-0.717505559,-0.603530759
f812,-0.730456768,-0.909989189,-0.363804312,-0.629215654,-0.048581963,0.783688519,-0.802295002,-0.803677852,-0.883370247,-0.927686962,-0.570654484,-0.970844377,-0.951031133,0.572030394,-0.881262661,0.054255656,0.01610123,-0.931380535,-0.752747231,0.92268627,-0.589453424
f813,-0.997740235,-0.983500777,-0.413753086,-0.881956875,0.342568111,-0.103421849,-0.859039314,-0.94797979,-0.969643244,-0.951033954,-0.791601662,-0.983789839,-0.998618907,-0.430388824,-0.982631074,-0.861872465,-0.390126944,-0.919854414,-1,0.004165777,-0.698662682
f814,-0.647145976,-0.887076029,-0.776033924,-0.814003219,-0.485715801,-0.729731541,-0.784608111,-0.75969437,-0.856479426,-0.920409832,-0.831004395,-0.966809348,-0.936198321,-0.077712686,-0.849666682,-0.885871576,-0.785687466,-0.934973163,-0.675679897,-0.858541277,-0.814327051
f815,0.047157561,-0.902549839,-0.578581386,-0.888104242,-0.25666181,-0.616353995,-0.781456319,-0.645217794,-0.768335945,-0.88691233,-0.909241167,-0.942903795,-0.971763059,-0.698554852,-0.870271191,-0.853315428,-0.620899516,-0.993682541,-0.993080945,-0.868065804,-0.846215288
f816,-0.983047642,-0.801002145,-0.447619048,-0.6,-0.019047619,-0.40952381,-0.91229986,-0.40952381,-0.985792642,-0.94815541,-0.704761905,-0.975478753,-0.983775346,-0.076190476,-0.991496205,-0.666666667,-0.40952381,-0.97063004,-1,-0.571428571,-0.523809524
f817,-0.532026675,-0.825590478,-0.57296115,-0.739610457,-0.343818352,-0.645870222,-0.504153694,-0.614623477,-0.819123834,-0.906553451,-0.802103948,-0.969284427,-0.996725725,-0.343818352,-0.65845738,-0.812519529,-0.625039058,-0.901846207,0.422355292,-0.729194876,-0.687532549
f818,-1,-1,-0.2787057,-0.791887902,0.525307157,0.746572836,-1,-0.776803695,-1,-0.974081778,-0.774560839,-1,-1,0.871085192,-0.864533386,-0.728286531,-0.225177234,-0.578246588,-1,0.522807577,-0.728610903
f819,-1,-1,-0.312197314,-0.330870238,-0.081232213,-0.370213191,-0.998653321,-0.506215987,-1,-0.98951413,-0.613660193,-1,-1,0.135853013,-1,-0.763942284,-0.485346248,-1,-1,-0.6243447,-0.469968546
f820,-1,-1,-0.451268472,-0.633195369,-0.091390543,-0.482003774,-1,-0.55853918,-1,-1,-0.738648982,-1,-1,-0.313837098,-1,-0.716346863,-0.414367472,-1,-1,-0.531950581,-0.557980074
f821,-0.959282277,-0.976223225,-0.342209154,-0.638299278,-0.116519929,-0.465683279,-0.953913088,-0.49232726,-0.999936947,-0.988490345,-0.742645237,-0.986837501,-0.941052842,-0.166107798,-0.971525739,-0.786137862,-0.457341548,-0.989094068,-1,-0.577280761,-0.585325162
f822,-0.043054108,-0.91740597,-0.351718659,-0.794271609,0.425486942,0.691364855,-0.841253105,-0.89303599,-0.998516103,-0.968341857,-0.808003859,-0.93078973,-0.85977461,0.558042871,-0.860104046,-0.729071796,-0.107744251,-0.877403645,-1,0.512136301,-0.748393412
f823,-0.99047767,-0.772892966,-0.576271186,-0.720338983,-0.262711864,0.059322034,-0.888954059,-0.627118644,-0.585805492,-0.823406973,-0.830508475,-0.983539372,-0.996404093,-0.008474576,-0.879748258,-0.830508475,-0.644067797,-0.847796486,-1,-0.838983051,-0.694915254
f824,-0.988308502,-0.957824403,-0.797068771,-0.940811725,-0.8289177,-0.824408117,-0.943732327,-0.882468997,-0.915983087,-0.887897322,-0.937147689,-0.981302429,-0.961067732,-0.729988726,-0.740107564,-0.916572717,-0.862175874,-0.972106609,-1,-0.894870349,-0.879650507
f825,-0.817258409,-0.906547605,-0.498466258,-0.705521472,-0.047546012,-0.420245399,-0.854859941,-0.674846626,-0.941189558,-0.92675006,-0.746932515,-0.891306011,-0.918783664,-0.228527607,-0.929356706,-0.846625767,-0.45398773,-0.845922669,-0.842558956,-0.622699387,-0.52607362
f826,-1,-1,-0.999985724,-0.999992862,-0.999964904,-0.999950628,-1,-0.999992267,-0.947142002,-0.987850968,-0.999994052,-0.999618636,-1,-0.99996312,-0.997116704,-0.999990483,-0.999976206,-1,-0.998189054,-0.999968473,-0.999991672
f827,-0.305895891,-0.365634768,-0.637882828,-0.66142187,-0.20124996,-0.517928795,-0.346152162,-0.554209062,-0.789861988,-0.658459203,-0.765867164,-0.579255486,-0.679265363,-0.573459704,-0.533880449,-0.835848819,-0.374031674,0.73005452,-0.28389335,-0.55509449,-0.599274537
f828,-0.385523318,-0.666648496,-0.790938982,-0.787011754,-0.531432745,-0.660667988,-0.594025917,-0.798576151,-0.831945726,-0.783999503,-0.865296648,-0.694574478,-0.695822972,-0.716981512,-0.752689906,-0.866283005,-0.469918922,-0.690407819,-0.451145378,-0.568657189,-0.754309635
f829,-0.697712107,-0.754678284,-0.531672642,-0.634029088,-0.049069992,-0.17275681,-0.81859331,-0.674551742,-0.974717801,-0.858047497,-0.768597439,-0.720576165,-0.893123484,-0.313886068,-0.971611664,-0.702221576,0.116484127,-0.81142184,-0.707597018,-0.090973731,-0.411225038
f830,-0.613132967,-0.783248559,-0.520268361,-0.691325169,-0.496744244,-0.491796092,-0.623076407,-0.723969692,-0.81321011,-0.843951506,-0.817545244,-0.89649741,-0.965491895,-0.56973381,-0.775982568,-0.745230923,-0.364006212,-0.838878792,-0.712941705,-0.495585167,-0.561986497
f831,-0.241581334,-0.602499129,-0.759379239,-0.801282883,-0.619050708,-0.364388661,-0.491534325,-0.64649822,-0.724249582,-0.760809172,-0.903930825,-0.700682572,-0.446269076,-0.771924058,-0.552371154,-0.861750018,-0.466170871,-0.610333983,-0.35060696,-0.648428275,-0.552785479
f832,-0.479023052,-0.98933773,-0.626756813,-0.736827568,-0.523282939,-0.468025584,-0.888662252,-0.77913118,-0.996560137,-0.975073238,-0.848069274,-0.977586973,-0.867935627,-0.546398155,-0.975692007,-0.785936653,-0.536271013,-0.919808329,-0.981421758,-0.607045977,-0.580679222
f833,-1,-0.936480562,-0.654207945,-0.711571321,-0.586841482,-0.564177288,-0.737882683,-0.796668423,-0.968484985,-0.956191004,-0.836208806,-0.732738289,-0.992351466,-0.659570261,-0.980647292,-0.786402656,-0.451951384,-0.884100868,-0.068236067,-0.559733094,-0.590877888
f834,-1,-1,-0.620969304,-0.765145433,-0.145581128,-0.201381448,-1,-0.952447363,-0.915103528,-0.970720904,-0.82948475,-1,-0.977665385,-0.714171616,-1,-0.871538716,-0.602397096,-1,-0.976538053,-0.733949963,-0.846659419
f835,-0.385160923,-0.718528186,-0.871376567,-0.944047459,-0.922070918,-0.961170284,-0.780818957,-0.905352568,-0.854953934,-0.83516144,-0.948227046,-0.79581996,-0.765640342,-0.988674666,-0.830895378,-0.82176082,-0.90090333,-0.85605446,-0.54643475,-0.899689902,-0.900633679
f836,-0.562662649,-0.786649327,-0.569527145,-0.50525394,-0.634325744,-0.599824869,-0.652650671,-0.278458844,-0.868242876,-0.843238325,-0.515236427,-0.768168744,-0.805632986,-0.588441331,-0.830936401,-0.51558669,-0.059019264,-0.690396293,-0.642871605,-0.408056042,-0.073204904
f837,-1,-1,-0.856084952,-0.796197866,-0.815837138,-0.777141691,-1,-0.841098981,-0.900004582,-0.978932038,-0.915795425,-1,-1,-0.884684428,-0.992499999,-0.755357194,-0.549480482,-1,-1,-0.737036326,-0.584851998
f838,-0.67195767,-0.920425377,-0.353010891,-0.618320532,0.049171642,-0.018840095,-0.815711255,-0.534910027,-0.921089473,-0.657227613,-0.696902077,-0.917333333,-0.924916739,-0.328098161,-0.916666668,-0.715045408,-0.219109852,-0.874421294,-0.869149599,-0.09937832,-0.461297501
f839,-1,-1,-0.236736547,-0.313351376,-0.031015081,0.344914787,-1,-0.059023446,-0.951890036,-0.915048546,-0.553303708,-1,-1,0.573889117,-0.95295699,-0.655508003,0.354396715,-1,-1,0.069278821,-0.259969021
f840,-0.305895891,-0.369131563,-0.18734633,-0.388061424,0.174438629,0.33633849,-0.346152162,-0.032801092,-0.8096947,-0.661361174,-0.59752217,-0.583512445,-0.679265363,0.509181688,-0.533880449,-0.594740517,0.530305858,0.728364386,-0.294400657,0.126869274,-0.232498459
f841,-0.385523318,-0.677779985,-0.135474625,-0.444072816,-0.031356377,-0.183591876,-0.594025917,-0.592707037,-0.840985038,-0.796381477,-0.581917408,-0.720350021,-0.695822972,-0.188363761,-0.752689906,-0.749525784,-0.322451686,-0.727377423,-0.489982774,-0.358269767,-0.424624749
f842,-0.357910835,-0.667936374,-0.962373685,-0.981811166,-0.905333195,-0.847044248,-0.589722101,-0.970570319,-0.843043517,-0.799904437,-0.988096062,-0.730652971,-0.703080936,-1,-0.753542434,-0.976669243,-0.929713962,-0.735578665,-0.559672346,-0.887331333,-0.902963501
f843,-0.697712107,-0.777582274,-0.713365661,-0.421545018,-0.12953429,-0.397633136,-0.81859331,-0.401647743,-0.977449709,-0.875850197,-0.655688866,-0.77361155,-0.893123484,-0.685626015,-0.971611664,-0.781375411,-0.533318013,-0.887489961,-0.784906258,-0.51172753,-0.380419405
f844,-0.563810492,-0.755614471,-0.52527453,-0.220721993,-0.432240452,-0.432045701,-0.575021642,-0.414761832,-0.817386768,-0.827810304,-0.546301976,-0.883301652,-0.961092385,-0.507532845,-0.747422124,-0.723437373,-0.231826685,-0.818337118,-0.676344052,-0.491816391,-0.274298561
f845,-0.694375835,-0.839816875,-0.751939345,-0.476110147,-0.654319808,-0.60585886,-0.795100774,-0.258799544,-0.891003734,-0.903611949,-0.672915329,-0.8793824,-0.776859986,-0.737150796,-0.819616528,-0.796359815,-0.509010561,-0.84297413,-0.738310494,-0.688307913,-0.429093917
f846,-0.479023052,-0.98933773,-0.728251446,-0.440941448,-0.404406375,-0.298844577,-0.888662252,0.148707266,-0.998006147,-0.995327202,-0.509138867,-0.977586973,-0.867935627,-0.989663814,-0.975692007,-0.807971563,-0.178372693,-0.919808329,-0.990097665,-0.519179969,-0.274438088
f847,-1,-0.959114999,-0.55952792,-0.535744869,-0.656883729,-0.546057954,-0.79349158,-0.596851755,-0.986888601,-0.967319475,-0.728462516,-0.974670262,-0.996154843,-0.91407342,-0.921204416,-0.749573827,-0.751607206,-0.837044282,-0.066635105,-0.42263553,-0.770361658
f848,-1,-1,-0.764648185,-0.521164152,-0.566896572,-0.822311545,-0.998593285,-0.006991942,-0.957655051,-1,-0.450036652,-1,-0.985891093,-0.199269618,-0.983562178,-0.581966766,-0.612377669,-1,-1,-0.716652806,-0.185387654
f849,-0.782288371,-0.877796583,0.297306464,-0.028729561,-0.132944244,-0.055180351,-0.847420563,0.551212257,-0.915130497,-0.891276098,-0.141660278,-0.82869194,-0.822567865,0.163935835,-0.886689173,-0.810148808,-0.025517256,-0.864724721,-0.680233339,-0.194633406,0.046295158
f850,-1,-0.995529753,0.007124177,-0.115640208,-0.242505422,-0.203064633,-1,0.305795434,-0.996099013,-0.991953246,-0.254763285,-0.987719339,-1,-0.108692428,-1,-0.680174776,-0.234775524,-0.974334665,-0.991467359,-0.202459707,-0.106558304
f851,-1,-1,-0.702696777,-0.68033326,-0.913615435,-0.892567419,-1,-0.820214865,-0.984518142,-0.995650851,-0.811444859,-0.999590434,-1,-0.979828985,-1,-0.850909888,-0.804867354,-1,-0.998055136,-0.836877878,-0.698750274
f852,-1,-0.992335057,-0.87114276,-0.729399797,-0.936249576,-0.950491692,-1,-0.535435741,-0.956505397,-0.993638549,-0.85079688,-0.990664175,-1,-0.975584944,-1,-0.746354697,-0.795184808,-0.99629341,-0.976957554,-0.887419464,-0.538148525
f853,-1,-0.95893044,-0.531518876,-0.106760316,-0.416505707,-0.548375768,-1,0.195258999,-0.966649512,-0.954316782,-0.293064091,-0.904901292,-1,-0.588586479,-1,-0.719929763,-0.130640913,-0.863600875,-0.856709667,-0.619139596,0.207023705
