,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f614,-0.911879888,-0.690087178,-0.506900646,-0.844000704,-0.942591192,-0.874736457,-0.757536083,-0.955301222,-0.852686895,0.523740299,-0.985541786,-0.942333112,-0.668560026,-0.449349323,-0.631377528,-0.663011992,-0.939223751,-0.719134451,-0.748065026,-0.851395705,-0.949526187,-0.958827822,-0.979478509,-0.781183832,0.162513939,-0.954456872,-0.995800372,-0.7425521,-0.98383361,-0.99108755,-0.741813925,-0.992888926,-0.868668764,-0.977195455,-0.499613997,-0.481121981,-0.678303935,-0.976513056,-0.725680697,-0.177854728,-0.946046534,-0.970201371,-0.836291639,-0.843578743,-0.196472445,-0.989169958,-0.934100081,-0.953408523,-0.926618841,-0.618313236,-0.648001873,-0.457167691,-0.866457015,-0.345235499,-0.962252362,-0.704308333,-0.942248568,-0.94227723,-0.92279264,-0.411136635,0.232798046,-0.869610186,-0.75588158,-0.959792507,-0.980578723,-0.979654109,-0.596028912,-0.947945915,-0.801400445,-0.530286545,-1,0.627035544,-0.877977978,-0.306237065,-0.052248071,-0.980784065,-0.693915603,-0.988806587,-0.793346305,-0.876108911,-0.443622641,-0.987916103,-0.994612236,-0.979788682,-0.708486577,-0.977782515
f615,0.484961689,-0.714970634,-0.64089656,-0.884933477,0.393646171,-0.906029006,-0.772983339,-0.209356326,-0.904111231,0.595589117,-0.224433086,0.204174601,-0.688116886,0.003580686,-0.16506799,-0.715277435,-0.945822845,-0.722162292,-0.17082664,-0.886132087,-0.959247273,0.244343891,-0.281308356,-0.780654441,-0.085460865,-0.300056902,-0.256975187,0.789690386,-0.31588034,-0.291177444,0.72979146,-0.261518874,-0.883734868,-0.097612839,-0.586479684,-0.639218507,-0.688361501,-0.281468221,-0.760278077,-0.307443366,-0.40417673,-0.133283116,-0.502177719,-0.839370249,-0.290940253,-0.099917753,0.10731369,-0.224009943,-0.927124536,-0.659115426,-0.695861878,-0.168042865,0.182990537,-0.358595269,-0.22923929,-0.722162292,-0.947261177,-0.248661975,-0.935431683,-0.388506147,-0.027927604,0.434382318,-0.103104935,-0.930480642,-0.18559629,-0.340541042,-0.660314036,-0.464801863,-0.81541412,-0.791921371,-1,0.302409205,-0.900515402,-0.355252924,-0.243677334,-0.396983391,-0.741100324,-0.375945639,-0.840584921,-0.871748771,-0.08564428,-0.241595555,-0.223511853,-0.261273474,0.74654957,0.234945535
f616,-0.0933749,-0.714970634,-0.552199449,-0.880378761,-0.106521226,-0.906029006,-0.772983339,-0.488504838,-0.904111231,0.595589117,-0.517087551,-0.333951997,-0.688116886,-0.44900942,-0.495623253,-0.715277435,-0.945822845,-0.698190099,-0.449242822,-0.886132087,-0.959247273,-0.297620664,-0.4917397,-0.780654441,-0.068680331,-0.54808941,-0.474424424,0.115232771,-0.543980914,-0.461664165,0.092622847,-0.364773624,-0.883734868,-0.35783374,-0.586479684,-0.639218507,-0.688361501,-0.43095966,-0.760278077,-0.307443366,-0.691168445,-0.43575551,-0.693034706,-0.839370249,-0.290940253,-0.38775695,-0.378291541,-0.524948701,-0.907946782,-0.593191897,-0.695861878,-0.495691803,-0.055456475,-0.358595269,-0.439155947,-0.698190099,-0.947261177,-0.512647541,-0.935431683,-0.388506147,0.029605657,-0.246240351,-0.443325829,-0.930480642,-0.485407965,-0.558447085,-0.58360302,-0.594648304,-0.81541412,-0.552199449,-1,0.303847537,-0.900515402,-0.355252924,-0.243677334,-0.539425586,-0.738703104,-0.734747233,-0.840584921,-0.871748771,-0.45629953,-0.32907893,-0.500815159,-0.505736213,0.010036643,-0.145982824
f617,-0.695373953,-0.641791045,-0.373134328,-0.880597015,-0.634421484,-0.701492537,-0.701492537,-0.885757301,-0.940298507,1,-0.916503866,-0.91101368,-0.451720987,-0.7903377,-0.844921731,-0.609401408,-0.910447761,-0.671641791,-0.816804338,-0.731343284,-0.940298507,-0.747743848,-0.846104673,-0.731343284,0.164179104,-0.885615093,-0.944858272,0.058166438,-0.926352374,-0.934486216,0.043671729,-0.85520207,-0.731343284,-0.856231841,-0.611940299,-0.582089552,-0.910447761,-0.915997432,-0.791044776,0.432835821,-0.936723825,-0.87331627,-0.670158561,-0.850731342,0.527143253,-0.953704816,-0.923701438,-0.882035903,-0.850746269,-0.313432836,-0.52461918,-0.829522928,-0.744280519,0.202664364,-0.896746195,-0.671641791,-0.910447761,-0.880203411,-0.90999775,0.076672544,0.313432836,-0.728758096,-0.850372562,-0.880597015,-0.932868171,-0.905464692,-0.313432836,-0.91720309,-0.671641791,-0.582089552,-1,0.492537313,-0.76119403,0.235160702,0.223880597,-0.913766411,-0.76119403,-0.946103853,-0.641791045,-0.731343284,-0.810611121,-0.938733357,-0.9125684,-0.856004597,0.09830248,-0.859084547
f618,-0.280479843,-0.652173913,-0.130434783,-0.855072464,-0.395128292,-0.710144928,-0.710144928,-0.676830106,-0.942028986,0.942028986,-0.421478329,-0.614866275,-0.467613132,-0.590603998,-0.589374245,-0.620723106,-0.913043478,-0.652173913,-0.591335409,-0.739130435,-0.942028986,-0.423802502,-0.666839927,-0.739130435,0.217391304,-0.666745626,-0.598242944,-0.138436748,-0.66206762,-0.649862178,-0.149532035,-0.519856399,-0.739130435,-0.267342305,-0.623188406,-0.594202899,-0.913043478,-0.568050417,-0.797101449,0.391304348,-0.794797797,-0.590315655,-0.744295754,-0.85505797,0.482878231,-0.688541324,-0.660712574,-0.675971108,-0.797101449,-0.15942029,-0.538398335,-0.59288857,-0.315234269,0.167804527,-0.6878282,-0.652173913,-0.913043478,-0.672800658,-0.912606511,0.045464644,0.47826087,-0.473884201,-0.602201771,-0.884057971,-0.670705262,-0.610326435,-0.130434783,-0.706266759,-0.68115942,-0.130434783,-1,0.47826087,-0.768115942,0.199358943,0.188405797,-0.653510993,-0.739130435,-0.754529614,-0.652173913,-0.739130435,-0.590154193,-0.598270104,-0.610218629,-0.662557556,-0.190911893,-0.398481043
f619,-0.6086777,-0.866650127,-0.843081312,-0.97885009,-0.571028745,-0.896607331,-0.989766173,-0.408814603,-0.927091732,-0.511846431,-0.644095043,-0.315054005,-0.931806128,-0.515994853,-0.657554356,-0.578292206,-0.979408299,-0.866650127,-0.683101819,-0.972926875,-0.989766173,-0.614531053,-0.563042551,-0.979780438,-0.347515971,-0.344712079,-0.756928648,-0.204266449,-0.857623195,-0.73068799,-0.226672752,-0.78591007,-0.986354897,-0.740662509,-0.833746821,-0.950288408,-0.930006823,-0.796229898,-0.957390064,-0.456366681,-0.870988259,-0.654022528,-0.638089898,-1,-0.443742583,-0.763513225,-0.350412648,-0.331140001,-0.950319419,-0.828505861,-0.546958708,-0.615265706,-0.509594541,-0.449287835,-0.68609991,-0.866650127,-0.966569497,-0.340967588,-0.996883256,-0.403443855,-0.318365069,-0.47927112,-0.669657149,-1,-0.542692911,-0.691395111,-0.837189109,-0.798409724,-0.979842461,-0.843701544,-1,1,-0.997208956,-0.492496653,-0.574241766,-0.817778938,-0.751411028,-0.78701744,-0.833870868,-0.867146313,-0.593665964,-0.70620508,-0.781334726,-0.556037835,-0.215453027,-0.73068799
f620,-0.888558373,-0.930815307,-0.905910707,-0.986056732,-0.922833844,-0.985948041,-0.950268776,-0.225395535,-0.971021821,-0.823482154,-0.750373175,-0.001547708,-0.955838531,-0.654455542,-0.692031757,-0.983541996,-0.986987701,-0.925971433,-0.748974784,-0.973401226,-0.98773673,-0.833668227,-0.294628441,-0.966258285,-0.880958851,-0.106486469,-0.77043794,-0.854423693,-0.880217728,-0.119600298,-0.848734576,-0.855821394,-0.981394799,-0.734274053,-0.930482143,-0.926420377,-0.964344364,-0.721401516,-0.963904871,-0.787460274,-0.862302308,-0.703240366,-0.831486938,-0.966557387,-0.794425693,-0.030137785,0.002097452,-0.173720798,-0.980336236,-0.922970594,-0.980834175,-0.665952938,-0.893412063,-0.80616206,-0.695829749,-0.928334298,-0.992793261,-0.142013019,-0.984089249,-0.829478829,-0.868742838,-0.686005021,-0.739708545,-0.987947025,-0.296041645,-0.254599549,-0.921671018,-0.817649603,-0.956499651,-0.910045721,-1,-0.89339461,-0.977425186,-0.803432688,-0.757392815,-0.847611814,-0.974294389,-0.77949766,-0.986000024,-0.962170528,-0.655991724,-0.843909234,-0.820246007,-0.25572737,-0.827625151,-0.632071766
f621,-0.837128756,0.057004796,-0.50204756,-0.757918323,-0.883285372,-0.923565668,-0.845692991,-0.346531897,-0.919250634,-0.078758269,-0.630473208,0.233718119,-0.781713231,-0.646374706,-0.640055733,-0.958242445,-0.97274278,0.084582969,-0.716291352,-0.866483605,-0.944427604,-0.764138129,-0.228348773,-0.841651362,-0.243621062,-0.277329709,-0.672088665,-0.821183078,-0.829113262,0.297538765,-0.814391264,-0.780128368,-0.925931209,-0.60035806,-0.726381732,-0.671118402,-0.683338385,-0.586655333,-0.80994835,0.212845247,-0.801303046,-0.651363015,-0.752834191,-0.878608239,0.17805004,0.171505282,0.228464474,-0.307734637,-0.928879221,-0.583117879,-0.950023264,-0.658047461,-0.842124561,0.103244802,-0.577179951,0.078520526,-0.960415812,-0.300258092,-0.814823393,0.028051521,-0.223056303,-0.651518702,-0.692149478,-0.940029361,-0.012489601,-0.192844134,-0.549477263,-0.730597565,-0.803648164,-0.456519801,-1,0.57832736,-0.908920707,0.121943694,0.239722079,-0.766468844,-0.872605484,-0.701904926,-0.867565335,-0.827957373,-0.634593559,-0.838161529,-0.729595504,-0.188570714,-0.79407974,-0.521640709
f622,-0.98643862,-0.149095784,-0.397212507,-0.812821911,-0.998236111,-0.890861983,-0.761350889,-0.686140149,-0.851296674,0.166572315,-0.973640519,-0.610112746,-0.727356255,-0.931549867,-0.952983378,-0.832760873,-0.941207728,-0.118741079,-0.957493689,-0.837723883,-0.929183931,-0.978728131,-0.787620577,-0.80375023,-0.061921515,-0.609343772,-0.981130905,-0.977470772,-0.987229372,-0.924908704,-0.976577875,-0.994945273,-0.898975095,-0.985398915,-0.598512133,-0.580382664,-0.694466344,-0.979386703,-0.773291332,0.455289325,-0.980065584,-0.960353257,-0.980685179,-0.830753856,0.417308277,-0.581295831,-0.592087677,-0.664938262,-0.889507483,-0.491471856,-0.812979575,-0.934040707,-0.992522141,0.337852775,-0.955906656,-0.129229775,-0.948195562,-0.633578969,-0.844322313,0.235707457,-0.007394184,-0.855876253,-0.964054734,-0.929524292,-0.864858116,-0.772507435,-0.46993877,-0.99154674,-0.752876577,-0.382972886,-1,0.683644232,-0.879789809,0.347124743,0.532975143,-0.993462201,-0.794310403,-0.935047483,-0.844239378,-0.758502964,-0.935581372,-0.970134144,-0.996338832,-0.77546078,-0.97021875,-0.887754157
f623,-0.981533889,-0.675105467,-0.454821096,-0.85075358,-0.986305334,-0.878700861,-0.766759712,0.28572304,-0.854951162,0.500631326,-0.96666295,-0.584693373,-0.684229042,-0.499517521,-0.673955502,-0.665677395,-0.953362077,-0.707630393,-0.710362491,-0.857873422,-0.949367196,-0.950855366,-0.269824871,-0.793254308,0.311782368,0.532631412,-0.921116562,-0.874522709,-0.963390801,-0.83182649,-0.869005174,-0.983396596,-0.874646858,-0.960759514,-0.504111012,-0.490842599,-0.690527569,-0.950032877,-0.72990207,-0.158008978,-0.97462292,-0.681493285,-0.972809742,-0.853019258,-0.171290877,-0.581101036,-0.581304523,0.386563448,-0.923092191,-0.503570478,-0.586638996,-0.5160911,-0.979294227,-0.313391684,-0.891893762,-0.691152561,-0.945929739,0.468474496,-0.924454305,-0.369815686,0.36440839,-0.779943827,-0.729395879,-0.961639,-0.838111001,-0.207025394,-0.50831704,-0.954563648,-0.810069974,-0.471636761,-1,0.593104817,-0.882839322,-0.280823752,-0.069766853,-0.988286422,-0.692926188,-0.953450614,-0.775940339,-0.864427393,-0.538332357,-0.778826354,-0.962516551,-0.221354565,-0.838146892,-0.867563361
f624,-0.933584959,-0.957674266,-0.965323186,-0.978529123,-0.927229226,-0.981711895,-0.977720596,-0.612201132,-0.98920681,-0.892170766,-0.284839074,-0.42222224,-0.988266278,-0.663028647,-0.70624771,-0.980016282,-0.996149873,-0.95608288,-0.709333933,-0.979183645,-0.996303878,-0.835042721,-0.727843117,-0.976732397,-0.920507703,-0.610109967,-0.8389738,-0.852402579,-0.81539601,-0.834111472,-0.85163952,-0.865619593,-0.980492688,-0.774921982,-0.960420691,-0.974563492,-0.982648759,-0.643287691,-0.990323347,-0.921470235,-0.848467788,-0.73775765,-0.798613211,-0.990322379,-0.921171875,-0.567386418,-0.495778586,-0.611002629,-0.982610258,-0.968942306,-0.978948767,-0.707205598,-0.923790331,-0.919576885,-0.718972125,-0.956904241,-0.993262277,-0.607175299,-0.992067577,-0.925075336,-0.917774113,-0.761936227,-0.720030017,-0.99265909,-0.679377896,-0.730234511,-0.968505958,-0.853817639,-0.978837133,-0.967697431,-1,-0.85069206,-0.987551255,-0.924739243,-0.897227267,-0.88210373,-0.977823266,-0.892080035,-0.978785798,-0.974589159,-0.647602586,-0.908115239,-0.813250401,-0.732552679,-0.84706858,-0.822566381
f625,-0.937968772,-0.264298122,0.110747174,-0.821679526,-0.951274696,-0.879747611,-0.628036711,-0.880847608,-0.751814708,-0.391049803,-0.347809591,-0.597334801,-0.385435768,-0.806969886,-0.795887059,-0.47635371,-0.962469164,-0.222161041,-0.798031512,-0.742733752,-0.908223282,-0.856277652,-0.877492203,-0.585863523,-0.376591456,-0.894773064,-0.850277371,-0.910412271,-0.835553463,-0.863636118,-0.909949114,-0.869728169,-0.809101331,-0.778350856,-0.551819609,-0.619479309,-0.725100552,-0.665354305,-0.784602608,-0.089392355,-0.881024929,-0.794445157,-0.810623861,-0.78695922,-0.05570534,-0.708442426,-0.653596138,-0.891408879,-0.239850981,-0.042063577,-0.40111519,-0.83238937,-0.926629279,-0.217061381,-0.785537601,-0.222388,-0.897257015,-0.889119482,-0.843002449,-0.271140568,-0.358594605,-0.8939099,-0.805463655,-0.877480596,-0.750755922,-0.883563481,0.000955551,-0.875181864,-0.780001522,0.040242743,-1,0.434378421,-0.866859926,-0.173324346,-0.02647817,-0.884954915,-0.551453379,-0.92245759,-0.687487185,-0.698383817,-0.791263989,-0.942990991,-0.825651511,-0.878458899,-0.904970806,-0.913546113
f626,-0.978319167,-0.637826962,-0.887323944,-0.995975855,-0.829512851,-0.903420523,-0.979879276,-0.426993525,-0.979879276,0.798792757,-0.717986583,-0.106922743,-0.860386811,-0.670431115,-0.812914899,-0.870384866,-0.983903421,-0.633802817,-0.814880454,-1,-0.995975855,-0.902932772,-0.722755704,-0.887323944,0.710261569,-0.355066901,-0.948446636,-0.8830216,-0.886519513,-0.875055659,-0.882416837,-0.97969556,-0.959758551,-0.984834285,-0.891348089,-0.871227364,-0.963782696,-0.934003184,-1,-0.525150905,-0.777774514,-0.931807727,-0.929836483,-0.971828169,-0.51683001,-0.306818374,-0.220878821,-0.356822768,-0.987927565,-0.895372233,-0.987182891,-0.707172013,-0.989690888,-0.571811031,-0.871439072,-0.637826962,-0.959758551,-0.3624542,-0.991911267,-0.641169328,0.742454728,-0.682823372,-0.821692581,-0.959758551,-0.553816189,-0.706727737,-0.891348089,-0.96974552,-0.959758551,-0.879275654,-1,-0.014084507,-1,-0.542095856,-0.436619718,-0.988678563,-0.863179074,-0.844899691,-0.915492958,-0.967806841,-0.642319106,-0.894162732,-0.971485681,-0.72481776,-0.914496109,-0.292034045
f627,-0.98153605,-0.983899821,-0.976744186,-0.982110912,-0.968321466,-0.98568873,-0.862254025,0.335836159,-0.95706619,-0.008944544,-0.73661368,-0.496031494,-0.830236209,-0.2883767,-0.534255228,-0.981993873,-0.998211091,-0.983899821,-0.53914844,-0.992844365,-0.987477639,-0.92050874,-0.217817466,-0.980322004,-0.071556351,0.384242147,-0.95008944,-0.699801458,-0.938101331,-0.888270917,-0.698249472,-0.975287789,-0.969588551,-0.966427328,-0.878354204,-0.944543828,-0.939177102,-0.871544548,-1,-0.73881932,-0.945042758,-0.659030169,-0.955709398,-0.989265474,-0.721706563,-0.577227417,-0.527667286,0.357974002,-0.937388193,-0.969588551,-0.981007445,-0.385917058,-0.981765628,-0.722793063,-0.639710618,-0.983899821,-0.992844365,0.372648561,-0.983818916,-0.731152876,-0.071556351,-0.366368206,-0.556107099,-1,-0.849112562,-0.206607357,-0.969588551,-0.870148744,-0.976744186,-0.982110912,-1,1,-0.996422182,-0.72242028,-0.660107335,-0.978192007,-0.930232558,-0.911920035,-0.960644007,-0.921288014,-0.310252291,-0.846539832,-0.922613284,-0.240917283,-0.675712768,-0.938614513
f628,-0.937367936,0.320652174,0.384387352,-0.479743083,-0.857775518,-0.932806324,-0.324604743,-0.532225714,-0.958003953,0.124505929,-0.772469462,-0.279983504,-0.824050173,-0.754425045,-0.812511391,-0.900041972,-0.989624506,0.35770751,-0.814481186,-0.941699605,-0.963438735,-0.919002364,-0.561110618,-0.919960474,0.086956522,-0.5124407,-0.851667592,-0.87486675,-0.856816522,-0.82065464,-0.874219828,-0.883275886,-0.895256917,-0.84038263,-0.830533597,-0.800395257,-0.464426877,-0.7303738,-1,-0.512351779,-0.924009116,-0.803950649,-0.881038952,-0.940705533,-0.508401106,-0.30847633,-0.310186378,-0.524479555,-0.711462451,0.273221344,-0.890894152,-0.761041315,-0.922622783,-0.587083102,-0.838470405,0.343873518,-0.975790514,-0.518549736,-0.923530697,-0.635671412,0.108695652,-0.781438313,-0.821308006,-0.978754941,-0.909925201,-0.55398757,0.290019763,-0.906362844,-0.848814229,0.364624506,-1,-0.326581028,-0.908102767,-0.555862392,-0.431324111,-0.928690143,-0.840909091,-0.839964664,-0.85770751,-0.780632411,-0.757097269,-0.864675774,-0.808684006,-0.556937632,-0.862155926,-0.812808281
f629,-0.860453268,-0.820918496,-0.519291962,-0.861414596,-0.903041066,-0.832234671,-0.791333047,-0.967912035,-0.859333698,-0.303044386,-0.502860434,-0.491531232,-0.715299976,-0.585870318,-0.662055494,-0.824215937,-0.955534506,-0.808486391,-0.814090681,-0.668817618,-0.939668773,-0.841957038,-0.763889489,-0.728417719,-0.308242189,-0.76095917,-0.887221208,-0.81084414,-0.880790993,-0.754300449,-0.810536514,-0.967908826,-0.696168248,-0.899852543,-0.54997854,-0.932567674,-0.754554738,-0.867261605,-0.605117883,0.006704456,-0.91743453,-0.847676329,-0.800714413,-0.829544723,0.019853531,-0.607775254,-0.547195382,-0.793594853,-0.785152515,-0.688605384,-0.810814846,-0.571174527,-0.842727813,-0.097314731,-0.788831272,-0.814998446,-0.938845886,-0.761627884,-0.895227019,-0.183850473,-0.294922077,-0.780556449,-0.849817241,-0.908967395,-0.758383857,-0.776725666,-0.651309071,-0.858182192,-0.649219293,-0.62496485,-0.967912035,-0.293137182,-0.882060769,-0.038229223,0.184320748,-0.893382311,-0.756573475,-0.894492587,-0.775251232,-0.781458404,-0.531759966,-0.912258186,-0.855566764,-0.769760252,-0.808314423,-0.822767386
f630,-0.402436639,-0.46426984,-0.036028666,-0.737203418,-0.487039335,-0.748535338,-0.676279455,-0.108589495,-0.788255723,0.259885535,-0.386869077,0.218686927,-0.720032992,-0.075036747,-0.150531053,-0.697951987,-0.946443229,-0.439270302,-0.331771178,-0.57773886,-0.874966212,-0.364772029,-0.205254901,-0.645222268,0.253045408,-0.199599419,-0.368661453,-0.242611035,-0.424464876,-0.339789221,-0.298973126,-0.438183227,-0.510268086,-0.467944147,-0.310676111,-0.639142958,-0.68735777,-0.433985328,-0.435302867,0.305571512,-0.473250087,-0.282755522,-0.176445597,-0.719598086,0.32098457,0.048464603,0.122517625,-0.139702966,-0.681222504,-0.305247511,-0.753460112,-0.078722273,-0.379429566,0.159837717,-0.285315137,-0.451183439,-0.895192372,-0.160372407,-0.8655577,0.049899609,0.248532857,-0.233957828,-0.312684201,-0.8219338,-0.230957137,-0.242515023,-0.277540443,-0.369416008,-0.500198778,-0.229797644,-0.522788357,0.691574298,-0.741840516,0.227122831,0.526844494,-0.447115872,-0.645032741,-0.32206466,-0.568374412,-0.634237814,-0.012352618,-0.456156404,-0.382392313,-0.271447026,-0.331858909,-0.17921838
f631,-0.749905153,-0.528655292,0.021674585,-0.648203765,-0.677840101,-0.789296369,-0.747958896,-0.235627897,-0.762187633,0.202824361,-0.244403161,-0.47486557,-0.779668739,-0.506632632,-0.590614283,-0.776705767,-0.956739224,-0.512116881,-0.656216498,-0.689052214,-0.924907061,-0.65782232,-0.500325986,-0.713021503,0.130742553,-0.308265594,-0.69021579,-0.552493981,-0.802994975,-0.636634401,-0.574547611,-0.801875378,-0.719408752,-0.738577441,-0.459467706,-0.66437719,-0.784731197,-0.79271013,-0.620769963,0.124611935,-0.924240364,-0.573611382,-0.830448678,-0.864257399,0.136659041,-0.573259238,-0.527314546,-0.267865724,-0.777160597,-0.490873577,-0.756753351,-0.572719227,-0.836031096,0.021131396,-0.421387103,-0.521241521,-0.925105236,-0.280313511,-0.883364226,-0.076942651,0.155835314,-0.624428571,-0.663568903,-0.91559565,-0.573592477,-0.54586598,-0.475760892,-0.797475462,-0.659096304,-0.447531535,-1,0.997033066,-0.841271176,0.072944025,0.272770433,-0.8291098,-0.74838804,-0.887194949,-0.620082763,-0.692974383,-0.489340794,-0.803741837,-0.724715517,-0.515826544,-0.65206001,-0.833948671
f632,-0.888714606,-1,-1,-0.890909091,-0.873850385,-1,-0.963636364,-0.749343061,-1,-1,-0.563509119,-0.722717829,-1,-1,-0.738832545,-1,-1,-1,-0.819209666,-1,-1,-0.851105316,-0.796804686,-1,-0.781818182,-0.744886912,-0.907982302,-0.843013681,-0.939258003,-0.876118376,-0.851449464,-0.898002605,-1,-0.855412628,-1,-1,-1,-0.908499594,-1,-1,-0.95976976,-0.872599062,-0.69522318,-0.418123631,-1,-0.771813489,-0.754664621,-0.743685616,-0.963636364,-1,-1,-0.757841845,-0.948822466,-1,-0.819850491,-1,-1,-0.744483698,-1,-1,-0.963636364,-1,-1,-1,-0.828246058,-0.798270325,-1,-0.940529074,-1,-1,-1,0.236363636,-1,-1,-1,-0.941163774,-1,-0.924511534,-1,-0.963636364,-0.717771321,-0.906589461,-0.765953791,-0.792311608,-0.858039896,-0.895765682
f633,-0.818420193,-0.993408328,-0.996354845,-0.990961121,-0.951935206,-0.998616538,-0.983062956,-1,-0.997015986,-0.914817446,-0.641517175,-0.933857709,-0.988511094,-0.880564259,-0.902317064,-0.973655483,-0.998904677,-0.995070061,-0.920846525,-0.996317348,-0.994235248,-0.854184584,-0.969399991,-0.998026446,-0.915821985,-0.968355241,-0.962852448,-0.924586188,-0.854691448,-0.97653736,-0.927907985,-1,-0.999960529,-0.98102256,-0.995895007,-0.996937044,-0.989346754,-0.851852286,-0.998618512,-0.990298007,-0.904196476,-0.952962744,-0.968219694,-0.995638009,-0.994259381,-0.942534224,-0.9326385,-0.962254703,-0.997629761,-0.994294454,-0.976017302,-0.885161471,-0.707821529,-0.997420923,-0.822435575,-0.994953621,-0.999319124,-0.963525923,-0.99244694,-0.997591635,-0.91425893,-0.857383014,-0.912858777,-0.999605289,-0.968879623,-0.973836036,-0.994221433,-0.974695212,-0.998849418,-0.996194987,-1,-0.877073219,-0.999861851,-0.996949943,-0.989684231,-0.876700677,-0.994178015,-0.976381002,-0.993491218,-0.994671403,-0.876445083,-0.98296927,-0.961036121,-0.969729364,-0.931692384,-0.979870981
