,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f135,0.704675464,0.649115319,-0.999262821,0.931208996,0.81691754,0.814959514,-0.973717949,0.805871508,-0.971367521,0.961106794,-0.289792664,-0.998290598,-0.998935897,0.537854134,-0.836963675,-0.992339744,-0.998568376
f136,-0.418625276,-0.41777324,0.12873338,-0.129106192,-0.187714991,-0.133764926,0.273804525,-0.125304261,0.183951481,0.007264878,-0.644783026,-0.321716818,0.24396781,-0.310404423,-0.16478983,-0.427079076,0.356925589
f137,-0.191130825,-0.231460677,-0.256470478,-8.49E-05,-0.103685508,-0.06446613,-0.174749441,-0.064980425,0.067161177,0.044570984,-0.644783026,-0.606183139,-0.422474959,-0.290701689,0.553334567,0.960726084,-0.509242994
f138,-0.589281103,-0.547862771,-0.99972962,-0.081490984,-0.417948519,-1,-0.994051643,-0.315474044,-0.994051643,-0.163410383,-0.844374258,-0.99945924,-0.99972962,-0.726193615,-0.971069352,-0.998648101,-0.99972962
f139,0.111267935,0.155918879,0.111833875,0.004604002,0.241201655,-1,0.119589692,0.276718421,-0.084063047,0.0864818,-0.543563435,0.189392044,0.328996748,0.057492554,-0.48461346,-0.722041531,0.477858394
f140,0.390902173,0.518582583,0.077620755,0.407544279,0.335413597,-1,0.066652605,0.351561715,0.23834634,0.478763127,-0.489012302,0.01202278,-0.105673908,0.090225585,0.558110103,0.779793293,-0.230963932
f141,0.17144266,0.249350223,-0.999262821,0.258808778,0.269108066,-1,-0.973717949,0.321391322,-0.971367521,0.303997943,-0.542603755,-0.998290598,-0.998935897,0.004660372,-0.836963675,-0.992339744,-0.998568376
f142,0.627558464,0.609765102,-0.969749897,0.970786722,0.869908778,1,-0.995899959,0.957200818,-0.995899959,0.964360517,-0.345983889,-0.986059861,-0.9700451,0.521691535,-0.990274703,-0.739368594,-0.968446084
f143,-0.879588813,-0.874135606,0.621530744,-0.840472427,-0.866777933,-0.837140227,0.690351134,-0.84430916,0.636332232,-0.859700503,-0.973993226,-0.02333207,0.789459977,-0.887895085,0.108855816,-0.494692199,1
f144,0.094108149,0.073533276,-0.579512635,-0.052984955,0.209241015,-0.074908622,0.05234657,-0.020377633,-0.054151625,-0.043907174,-0.606565543,-0.727436823,-0.619458484,0.005534704,-0.372707581,0.724711191,-0.685613718
f145,0.026402316,1,-0.682471014,0.170421219,0.07928653,-0.287533964,-0.480268057,0.110094793,-0.604510158,-0.297368081,-0.93235856,-0.813317732,-0.648479949,0.685206295,-0.655584512,-0.520094671,-0.677032231
f146,-0.261448074,0.357791368,-0.422465631,0.574354186,-0.234404324,0.691206954,0.134488942,-0.230406808,1,0.82087833,-0.998535863,-0.404064555,-0.216440526,0.024015943,0.507265392,0.761879857,-0.232758518
f147,0.36711583,0.642020807,-0.29306008,0.629135866,0.45018294,0.685380417,-0.800961669,0.540828883,0.150697624,0.691918184,-0.623867431,-0.878249068,-0.551951914,0.435569647,-0.027668656,1,-0.691153037
f148,0.342683227,0.216879821,-0.465103167,0.528351586,0.491196721,0.591933793,0.016218052,0.536452449,-0.642183918,0.634966408,-0.637817124,-0.718264414,-0.524700688,0.022008399,0.681012142,0.012592341,-0.562645835
f149,0.082067411,-0.027793407,-0.63278242,0.321915156,0.176243159,0.403307743,-0.376973073,0.257904758,-0.330238316,0.396956056,-0.746344227,-0.719900959,-0.670971835,-0.210531538,-0.074345404,-0.056081708,-0.680411637
f150,-0.349587458,-0.420994099,-0.261656761,-0.206532667,-0.29140708,-0.149110144,-0.086194275,-0.249649627,-0.068513716,0.600062009,-0.863909474,-0.605134186,-0.698472027,-0.53440423,0.175245357,1,-0.714393836
f151,-1,-1,0.159399996,-1,-1,-1,-0.358916231,-1,0.013081061,-0.944583014,-0.515411488,-0.428085796,-0.077020732,-1,0.270455106,1,-0.283867253
f152,-0.999940671,-1,-0.235658976,-1,-0.999855365,-0.996340271,-0.609831255,-1,-0.046782864,-0.99824874,-0.998922368,-0.617081778,-0.296728768,-1,0.730874198,0.670028719,-0.483273384
f153,-1,-1,-0.604974698,-1,-1,-1,-0.658927224,-1,-0.433869391,-1,-0.916526363,-0.830439699,-0.712517204,-1,0.009692546,0.922746877,-0.782145691
f154,-0.01537282,-0.222523147,-0.68075671,0.158661359,0.339175268,0.572920248,-0.003222966,0.164255925,0.310188289,0.80038279,-0.751578734,-0.772211407,-0.788415092,-0.338996567,0.715684295,1,-0.800709214
f155,-0.435631091,-0.415930229,-0.922996981,-0.144966006,0.006183098,-0.070340893,-0.928848642,-0.412526489,-0.89003881,0.172945068,-0.930636962,-0.947175507,-0.947772747,-0.280462065,-0.764387667,-0.852686503,-0.959161276
f156,-0.435630726,-0.415930229,-0.2779311,-0.144966006,0.006183989,-0.070318366,-0.027728327,-0.412526489,0.024723629,0.172955848,-0.930643595,-0.692235547,-0.615426433,-0.280462065,0.39126206,1,-0.6783792
f157,-0.370703103,-0.420198364,-0.34008183,-1,-0.999302671,-1,0.068529112,-1,0.158290476,-1,-0.844719509,-0.658783856,-0.590011896,-1,0.745618754,1,-0.623260489
f158,-0.992360431,-0.992328142,-0.670539886,-0.759815603,-0.790546419,-0.740765093,-0.462899606,-0.776641817,-0.380915593,-0.725409787,-0.986479153,-0.79398889,-0.690447286,-0.854361388,-0.211156132,0.955602504,-0.729116412
f159,-0.814538064,-0.858842357,-0.173861465,-0.77362797,-0.812358722,-0.77893276,-0.184315287,-0.788319753,-0.184315287,-0.845288742,-0.976874225,-0.450636943,-0.39419586,-0.868008989,0.185119427,1,-0.434410828
f160,-0.847335348,-0.862028521,0.238341969,-0.705068107,-0.833224563,-0.638381685,0.333238342,-0.791000448,0.515181347,-0.456967665,-0.247230626,-0.279041451,0.155440415,-0.843101283,0.544041451,0.888601036,0.159041451
f161,-0.95274646,-0.916186854,-0.074745369,-0.881709677,-0.835378405,-0.919496071,-0.375155933,-0.795148332,-0.189959709,-0.913323524,-0.97987218,-0.751359594,-0.323238273,-0.893940616,0.446843349,0.911881307,-0.502171087
f162,-1,-1,0.475211455,-1,-1,-1,-0.074035045,-1,0.056264542,-1,-1,-0.318615744,0.15669871,-1,0.850477758,1,-0.151382697
f163,-0.96951423,-0.973772276,-0.993211931,-0.931660323,-0.969466249,-0.975937794,-0.959862856,-0.975628656,-0.959862856,-0.967002992,-0.976279232,-0.993211931,-0.993211931,-0.976422621,-0.959855178,-0.882537233,-0.993211931
f164,-0.210973208,-0.247783487,0.341359141,0.383400489,-0.142500083,0.532156549,0.699274348,0.183500986,0.705728792,0.732493727,-0.758044751,0.086049169,0.341359141,0.036006564,0.718183675,-0.383611916,0.255007302
f165,-0.212523441,-0.249384265,0.411416291,0.381124943,-0.144170854,0.530203878,0.057853024,0.180851303,0.132305273,0.73246251,-0.747063345,-0.321204524,0.178847888,0.033264271,1,0.854020338,-0.161242232
f166,-0.079706135,-0.059747412,-0.129922245,-0.025467208,-0.032968043,-0.03103422,-0.634962341,-0.051879218,-0.354983121,-0.099718874,-0.021200216,-0.473020787,-0.215203026,-0.276342023,-0.327506847,-0.297828536,-0.360789654
f167,-0.990417694,-0.991175365,-0.593706185,-0.940753857,-0.988202857,-0.943115796,-0.581243184,-0.950640319,-0.58840941,-0.944637106,0.535360328,-0.542296308,-0.557875058,-0.991610116,-0.60461131,-0.603053435,-0.560990809
f168,-1,-1,-0.997593261,-1,-1,-1,-0.975932611,-1,-0.977135981,-1,-1,-0.999197754,-0.999598877,-1,-0.990373045,-0.988367429,-1
f169,-1,-1,-0.284178576,-1,-1,-1,-0.285696219,-1,-0.330213735,-1,-1,-0.149361325,-0.260655116,-1,-0.587454155,-0.861388643,-0.193372961
f170,-1,-1,0.387472885,-1,-1,-1,0.374457701,-1,0.422993492,-1,-1,0.244305857,0.363611714,-1,0.707429501,1,0.2914859
f171,-1,-1,0.154585055,-1,-1,-1,0.091477717,-1,0.092594661,-1,-1,-0.348263152,-0.112811348,-1,-0.01976991,-0.651401765,-0.290182062
f172,-1,-1,0.403863038,-1,-1,-1,-0.050570676,-1,-0.04951712,-1,-1,-0.462159789,-0.033187006,-1,-0.023880597,-0.566110623,-0.369446883
f173,-1,-1,0.169888098,-1,-1,-1,-0.180739234,-1,-0.180061038,-1,-1,0.355035605,0.233638522,-1,-0.432349949,-0.89487962,0.379450661
f174,-1,-1,-0.729445297,-1,-1,-1,0.384345538,-1,0.385661039,-1,-1,-0.660600745,-0.729006797,-1,0.043630783,-0.782942337,-0.67989476
f175,-1,-1,0.682253544,-1,-1,-1,0.966191515,-1,0.978031054,-1,-1,0.316631555,0.682253544,-1,0.919274361,0.11463317,0.527186372
f176,-0.421501616,-0.465409031,0.712085535,-0.176942182,-0.295489073,-0.158623903,0.331327063,-0.211001795,0.283614458,-0.086459603,-0.602754214,0.016045732,0.712085535,-0.60270848,0.277237426,0.152688406,0.355261844
f177,-0.96987311,-0.970577199,0.994960847,-1,-0.799696893,-1,0.36349079,-1,0.3935554,-1,-1,0.443612325,0.994960847,-0.961253154,0.173963635,-0.53664842,0.57776806
f178,-0.948437424,-0.955367541,-0.469185907,-0.861280959,-0.922665012,-0.804614592,0.915011032,-0.939648735,0.985121347,-0.867430414,0.138645987,-0.126587872,-0.469185907,-0.950976779,0.972312912,-0.259006977,-0.159531672
f179,-0.925997772,-0.950003296,0.400624916,-0.880793672,-0.884564839,-0.834937698,0.612738737,-0.845341389,0.704279256,-0.662263856,-0.603103143,0.201828251,-0.989663814,-0.947683455,0.413059812,-0.125040265,0.401479482
f180,-0.378703395,-0.408333129,0.012943514,-0.29424911,-0.347935387,-0.273984794,-0.12634647,-0.306178234,-0.026953944,-0.22153692,-0.712860313,-0.505400185,-0.144332907,-0.46932881,0.164471313,-0.290582313,-0.370645179
f181,0.594881754,0.514561862,1,0.753962726,0.651513846,0.760521938,0.270299297,0.740742897,0.379056613,0.855794792,-0.274183702,-0.120187216,0.616009231,0.316759492,0.84064077,0.33397988,0.148897581
f182,-0.218603216,-0.257621359,-0.306653097,-0.020545836,-0.155343498,0.054495533,0.246782271,-0.092177751,0.286069284,0.142275134,-0.749148556,-0.432764307,-0.396845032,-0.373199272,0.275626012,-1,-0.411981565
f183,0.402149725,0.329852683,-0.948505444,0.636231853,0.48632669,0.70612092,-0.808561632,0.587980437,-0.783208319,0.85520828,-0.355506963,-0.964259404,-1,0.162254186,-0.74592681,-0.911359462,-0.961119801
f184,0.370959962,0.296427456,-0.527053294,0.641841213,0.477945524,0.710039333,-0.390992526,0.587348134,-0.345447268,0.855304216,-0.282664097,-0.731594169,-0.527053294,0.115442247,-0.217004648,-0.085143496,-0.684859135
f185,0.426612988,0.320292253,0.378566376,0.778538227,0.573773208,0.860148821,0.072851835,0.677935755,0.270285559,-0.327887008,-0.116025387,-0.668037062,-0.037751508,0.132168389,0.906324357,-1,-0.51817418
f186,-1,-1,-0.064371106,-1,-1,-1,-0.105605557,-1,-0.004852121,-1,-1,-0.707648692,-0.37534507,-1,0.427959954,-1,-0.550151463
f187,-0.126287266,-0.272409486,0.154053007,0.114915102,-0.03183183,0.266763249,-0.064549587,0.002457635,0.016182259,0.363890885,-0.67714357,-0.494081843,-0.240742517,-0.410646387,1,0.901069824,-0.388675551
f188,-1,-1,-0.939227516,-1,-1,-1,-0.207235356,-1,-0.045553659,-1,-0.995212087,-0.756653291,-0.584919752,-1,1,0.22674622,-0.697082508
f189,0.027944719,-0.06492723,0.571278459,0.247896623,0.139073877,0.339525127,0.166725044,0.166041809,0.297723292,0.480748271,-0.532631807,-0.697022767,0.100350263,-0.212311663,1,0.705779335,-0.421891419
f190,0.292833438,0.191149909,-0.208979372,0.64974077,0.432599215,0.686458011,-0.454900903,0.542670866,-0.495753,0.831104456,-0.20375877,-0.672643926,-0.088984765,0.007721881,-0.083187272,-0.779425644,-0.664284751
f191,-1,-1,-0.493315141,-1,-1,-1,-0.014811376,-1,0.088677182,-1,-1,-0.660708313,-0.519798298,-1,0.23584887,-0.077845935,-0.623385475
f192,-0.936447194,-0.941445729,0.052801108,-0.825692876,-0.92957662,-0.75448887,0.044513036,-0.924165743,0.146670365,-0.833419962,0.430763257,-0.58708735,-0.070426854,-0.950462641,1,0.623546481,-0.419425859
f193,-0.925997772,-0.950003296,0.087938846,-0.880793672,-0.884564839,-0.834937698,-0.000586964,-0.845341389,0.082147113,-0.662263856,-0.603103143,-0.629221379,0.097798622,-0.947683455,0.958643693,0.773524822,-0.485062566
f194,0.54177253,0.468245152,0.976367906,0.751349237,0.618124579,0.801635952,-0.11569735,0.721746635,-0.071609194,0.931787462,-0.287451311,-0.715092131,0.267781017,0.316881916,0.403721781,0.561853314,-0.659312994
f195,0.414539234,0.343301578,0.259300939,0.555632,0.464767607,0.561449523,0.139932735,0.543907013,0.193948323,0.645949323,-0.356255955,-0.57123263,-0.10702387,0.167865867,0.752216466,1,-0.421862613
f196,-0.218603216,-0.257621359,0.51669529,-0.020545836,-0.155343498,0.054495533,-0.012344999,-0.092177751,0.201089326,0.142275134,-0.749148556,-0.53238724,0.111314912,-0.373199272,1,0.993283526,-0.386908006
f197,0.370959962,0.296427456,-0.032638164,0.641841213,0.477945524,0.710039333,-0.27204781,0.587348134,-0.158020618,0.855304216,-0.282664097,-0.685878239,-0.216095566,0.115442247,0.500475738,1,-0.605657205
f198,0.426612988,0.320292253,-0.141736292,0.778538227,0.573773208,0.860148821,0.045664429,0.677935755,0.135667357,-0.327887008,-0.116025387,-0.550301095,-0.419046668,0.132168389,0.700777613,1,-0.465339218
f199,-1,-1,-0.999992267,-1,-1,-1,-0.999960146,-1,-0.999959551,-1,-0.998159338,-0.999994052,-0.999992862,-1,-0.99996193,-0.99994468,-0.999994052
f200,-0.570472879,-0.609279461,-0.360429448,-0.478565885,-0.524037514,-0.440278878,0.165644172,-0.512768953,0.168711656,-0.381268729,-0.804710009,-0.536809816,-0.435582822,-0.670864106,0.291411043,0.003067485,-0.501533742
f201,-0.998992179,-0.999741854,-0.904171364,-0.999896969,-0.999996435,-0.999977071,-0.785512965,-0.999997313,-0.786076663,-0.851181518,-0.968036132,-0.906144307,-0.903607666,-0.998031702,-0.803269448,-0.734780158,-0.906708005
f202,-0.975331396,0.268543187,-0.872881356,-0.95945459,-0.052879442,-0.981778392,-0.169491525,-1,-0.237288136,-1,-0.997286127,-0.872881356,-0.872881356,0.336264344,-0.237288136,-0.059322034,-0.86440678
f203,-0.966713467,-1,-0.801421458,-0.83018545,-0.901700481,-0.892724345,0.138244599,-0.875549371,0.143323261,-0.913271155,-0.716056679,-0.889659673,-0.841908896,-0.837558749,0.313018683,0.948759416,-0.873402278
f204,-0.998115569,-1,-0.366342358,-0.821157948,-0.977643257,-0.858832509,-0.14451841,-0.813979317,-0.130329209,-0.996120076,-0.969596107,-0.370967476,-0.461669337,-0.992437229,0.018880391,0.177274154,-0.532202382
f205,-1,-1,-0.091281828,-1,-1,-1,-0.253500237,-1,-0.227004822,-1,-1,-0.670406983,-0.210961585,-1,-0.076682948,-0.13403791,-0.392515744
f206,-1,-1,-0.725697738,-1,-1,-1,-0.168006391,-1,-0.187078736,-1,-0.978112015,-0.805482051,-0.736781667,-1,-0.185181487,-0.238104748,-0.772429977
f207,-1,-1,-1,-1,-1,-1,-0.121251281,-1,-0.124416953,-1,-1,-0.868915189,-0.860167529,-1,-0.086578074,0.016433737,-0.847919417
f208,-0.827481245,-1,-0.500052078,-0.999990148,-0.999345068,-0.997608657,-0.385064056,-0.999956327,-0.381835225,-0.532518003,-0.939865311,-0.625455682,-0.562545568,-0.950144808,-0.364649516,-0.520883241,-0.605561921
f209,-1,-0.99968,0.019047619,-0.950073644,-1,-1,-0.275809524,-1,-0.245238095,-1,-0.994185872,-0.349428571,-0.085714286,-1,-0.20952381,-0.104761905,-0.244571429
f210,-0.515252652,-0.884960283,-0.804491533,-0.895918657,-0.85788607,-0.787582106,-0.444887908,-0.826777456,-0.48304882,-0.771295205,-0.986107012,-0.713758246,-0.804491533,-0.785246704,-0.507779243,-0.413026688,-0.804491533
f211,-0.860301796,-0.803307311,-0.889891558,-0.800995732,-0.820318039,-0.818653539,-0.597820276,-0.786013142,-0.629600472,-0.833030193,-0.953517566,-0.910480011,-0.890472222,-0.755772601,-0.840875686,-0.786390963,-0.897071694
f212,-0.986309012,-0.975178522,-0.866268153,-0.916008838,-0.976462968,-0.936074677,0.005315335,-0.947845851,0.005769683,-0.960262537,-0.98386782,-0.878458936,-0.866268153,-0.983401319,-0.07828486,0.30088297,-0.866268153
f213,-0.890244559,-0.844148615,-0.607572139,-0.828325994,-0.857422349,-0.846556015,-0.451135898,-0.824469023,-0.672379009,-0.86326408,-0.960729617,-0.593782127,-0.607572139,-0.809863415,-0.451862502,-0.317981897,-0.59186513
f214,-0.967093851,-0.9703277,-0.637996092,-0.923789305,-0.987086775,-0.963687721,-0.659861195,-1,-0.687925342,-0.704849003,-0.878990441,-0.624351459,-0.637996092,-0.968962987,-0.7205377,-0.663567145,-0.625766458
f215,-0.998471043,-0.999572562,-0.488372093,-1,-1,-0.999755156,-1,-0.99915258,-1,-0.921838651,-0.982522626,-0.488372093,-0.488372093,-0.997244814,-1,-1,-0.488372093
f216,-0.994190396,-0.999686657,-1,-0.936979069,-0.999603716,-0.903897526,-0.272058824,-1,-0.147058824,-0.985154113,-0.965749773,-0.352941176,-1,0.255218987,-0.404411765,0.845588235,-1
f217,-0.994569366,-0.999707097,0.15936154,-0.925122514,-0.999629566,-0.78338143,0.824778313,-0.936294073,0.834051178,-0.972830347,-0.942413062,-0.317025589,0.032429693,0.179061487,-1,0.785659995,-0.225629592
f218,-0.984652398,-0.992408574,0.972963168,-0.973954539,-0.971425768,-0.978933771,0.077098715,-0.991795785,0.078741838,-0.95385989,-0.8279195,1,0.972963168,-0.995648778,0.119222398,-0.057253212,0.963275148
f219,-1,-1,-0.673272933,-1,-1,-1,-1,-1,-1,-0.996495021,-1,-0.702944507,-0.673272933,-1,-1,-1,-0.673272933
f220,-1,-1,-0.905635649,-1,-1,-1,-0.594364351,-1,-0.587811271,-1,-0.975652429,-0.923328965,-0.911533421,-1,-0.746395806,-0.511795544,-0.918741809
f221,-1,-0.476716592,-0.466027845,-1,-1,-0.990055773,0.209142664,-1,0.27462939,-0.982039411,-1,-0.704582605,-0.550205738,-1,0.540860154,0.347996167,-0.650053548
f222,-1,-0.528419053,-0.303538883,-1,-1,-0.991038302,-0.186065595,-1,-0.201008888,-0.982689409,-0.911045374,-0.584662826,-0.424743675,-1,0.342806057,1,-0.536015064
f223,-0.703231535,-0.797729533,0.15617486,-0.745052889,-0.679724382,-0.659063649,-0.999638729,-0.687010692,-0.999603105,-0.622822061,-0.899143369,-0.996159118,-0.037942992,-0.704011238,0.270996416,0.919927455,-0.99968625
f224,-0.471308034,-0.209953917,-0.663175832,-0.181398835,-0.299787583,-0.348494313,-0.52018176,-0.137965191,-0.433987717,-0.435343759,-0.889539506,-0.823990912,-0.663175832,-0.169356244,-0.347225674,-0.104760552,-0.663175832
f225,-1,-1,-0.955520193,-1,-1,-1,-0.973841156,-1,-0.974036579,-1,-1,0.251890549,-0.958116535,-1,-0.977889216,-0.663934226,-0.955541131
f226,-0.996891086,-1,-0.932289355,-0.712549399,-0.942871204,-0.941925374,-0.955239967,-0.930101685,-0.953591581,-0.899497536,-0.939069274,-0.954986369,-0.940911685,-1,-0.98541812,-1,-0.941545679
f227,-1,-1,-0.619944712,-1,-0.945688959,-1,-0.553394082,-1,-0.518105184,-1,-0.875664773,-0.808334187,-0.683765059,-1,-0.58219856,-0.369168288,-0.758506536
f228,-0.655406679,-0.536633934,-0.391363849,-0.488996062,-0.562464562,-0.571452771,-0.956481271,-0.48870897,-0.957792516,-0.575359268,-0.874313324,-0.985973192,-0.449710087,-0.469151095,0.925320956,-0.221653282,-0.986423672
f229,-1,-1,-0.991689189,-1,-1,-1,-0.944256757,-0.996491846,-0.953108108,-1,-0.915642465,-0.972905405,-0.991689189,-1,-0.962905405,-0.923513514,-0.991689189
f230,-1,-1,-0.908326011,-1,-1,-1,-0.845143386,-0.989148498,-0.841902696,-1,-0.959907129,-0.914691909,-0.91355875,-1,-0.860159544,-0.919433854,-0.924251583
f231,-0.259325985,-0.307673167,-0.788102207,-0.262142573,-0.190023774,-1,0.242438838,-0.30509489,0.153396811,-1,-0.437706954,-0.846022748,-0.79877243,-0.414286233,0.728477394,-1,-0.797636249
f232,-0.342199808,-0.388072603,-0.393544118,-0.285965671,-0.291325367,-1,-0.281015171,-0.327354035,-0.281629567,-1,0.033979382,-0.595963892,-0.452337067,-0.482304771,0.91776549,-0.214914694,-0.631362541
f233,-0.759832692,-0.776181861,-0.189336235,-0.829707406,-0.739820912,-1,-0.411316649,-0.839601949,-0.408052231,-1,-0.877326231,-0.131664853,-0.189336235,-0.810648153,-0.414581066,0.032644178,-0.252448313
f234,-0.634790933,-0.662179987,-0.109416024,-0.582282851,-0.592097039,-1,-0.922965644,-0.606583012,-0.924961883,-1,-0.555584104,-0.828680433,-0.395666567,-0.714201703,1,-0.416919418,-0.564116165
f235,0.13766632,0.049261458,-0.438029822,0.66805752,0.261949592,-1,-0.359281697,0.57108084,-0.301934293,-1,-0.124274378,-0.360513434,-0.511888236,-0.112316827,-0.165974829,-0.11246973,-0.334990689
f236,-0.621781165,-0.432775537,0.376200703,-0.348070907,-0.598102364,-1,0.967924266,-0.386021316,0.857529036,-1,-0.599595786,0.17821158,0.376200703,-0.520123789,0.564252973,0.483048584,0.132587535
f237,-0.678969496,-0.814145326,0.421000981,-0.594916102,-0.646515368,-1,0.476104024,-0.618462516,0.57048577,-1,-0.751950782,0.261334642,0.314524043,-0.842765532,0.966633955,0.97252208,0.657016683
f238,-0.172777233,-0.233592477,-0.793969849,0.198762348,-0.096940605,-1,-0.757634325,0.129072502,-0.802473908,-1,0.186367451,-0.88248937,-0.821028218,-0.351613407,-0.655972169,-0.733668342,-0.829145729
f239,0.260888151,0.169923361,-1,0.533039382,0.380022182,-1,-0.797021277,0.443913403,-0.806808511,-1,0.130117137,-0.949204255,-0.966153191,-0.01023594,-0.854731915,-0.967165957,-0.948446809
f240,0.198574725,0.107599097,-1,0.47133697,0.325351092,0.547069473,-0.180709654,0.391242071,-0.410015406,0.650852382,-0.628930208,-0.9663992,-0.995465069,-0.030154925,-0.973909646,-0.99613729,-0.972432125
f241,0.056803254,0.096281843,-0.987710617,0.574354186,0.367135135,0.691206954,-1,0.47217695,-1,0.82087833,-0.654382033,-0.965449769,-0.987710617,0.133855778,-1,-0.95968653,-0.967321243
