,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f18,-0.488467657,-1,-0.903558275,-0.946744424,-0.925480853,-0.987616952,-0.984712592,-0.92030957,-0.982878583,-0.858432794,-0.902650159,-0.878572444,-0.849957731,-0.886361032,-0.981740958,-0.952373312,-0.87503575,-0.80426319,-0.944315343,-0.957163515,-0.896158587,-0.449797389,-0.985904247,-0.903113621,-0.976425419,-0.837498936,-0.961846015,-0.857313259,-0.866618508,-0.932138676,-0.984220321,-0.661918055,-0.972994587,-0.984700585,-0.924243891,-0.979681825,-0.856975792,-0.902775425,-0.928223004,-0.783569823,-0.814282379,-0.829167042,-0.942567969,-0.850768758,-0.981275702,-0.974356876,-0.92469891,-0.977841813,-0.644238331,-0.875298192,-0.985661114,-0.930331682,-0.956512082,-0.893970655,-0.951341874,-0.931073178,-0.935073856,-0.990430737,-0.572865076,-0.96916404,-0.926614449,-0.88579919,-0.9145991,-0.861768011,-0.981233679,-0.924826765,-0.929588386,-0.58787333,-0.57016359,-0.974071739,-0.738487168,-0.988848867,-0.912951486,-0.807314948,-0.992624944,-0.944234982,-0.910904998,-0.966615639,-0.981452799,-0.944042835,-0.977166442,-0.916298253,-0.563559958,-0.849581056,-0.974879184,-0.870385712,-0.894229149,-0.978406123,-0.971217169,-0.940410518,-0.776341381,-0.925419642,-0.979369653,-0.945612017,-0.971034281,-0.749962479,-0.934072066,-0.980207114,-0.981185943,-0.989179048,-0.934257711,-0.927347784,-0.567314206,-0.943705846,-0.692543683,-0.92165391,-0.988419631,-0.868479664,-0.990475762,-0.787590646,-0.91956024,-0.839994099,-0.928209169,-0.881560858,-0.985454,-0.858916404,-0.874468526,-0.876274951,-0.899893185,-0.784304641,-0.96725499,-0.897887311,-0.975587573,-0.983950173,-0.982422332,-0.891933076,-0.975117854,-0.563761069,-1,-0.910301413,-0.834065336,-0.986852769,0.80692781,-0.976725199,-0.98978238,-0.957201273,-0.945224678,-0.981032568,-0.980627839,-0.910976458,-0.95927911,-0.890431473,-0.979822903,-0.812696983,-0.960783431,-1,-0.735224373,-0.880768423,-0.916866276,-0.912287486,-0.87398845,-0.977019361,-0.949554466,-0.965147556,-0.981725949,-0.858978139
f19,-0.764394487,-1,-0.970072358,-0.981970657,-0.953816509,-0.991115717,-0.992832292,-0.967808549,-0.993272272,-0.95496014,-0.974318069,-0.970735592,-0.953680047,-0.961527942,-0.996089071,-0.980202601,-0.940634532,-0.951525975,-0.985700513,-0.981620012,-0.961659776,-0.673623697,-0.992364377,-0.961492834,-0.992474436,-0.953121269,-0.988590797,-0.943080804,-0.967275155,-0.992527333,-0.994082393,-0.940642347,-0.979284239,-0.99475051,-0.979034396,-0.990332091,-0.964289114,-0.951379273,-0.977576327,-0.942163059,-0.954554161,-0.968393644,-0.969870948,-0.95210052,-0.991966301,-0.993683367,-0.959638283,-0.994610834,-0.883340259,-0.964218077,-0.995735225,-0.941599127,-0.989335736,-0.960195755,-0.967251152,-0.978707689,-0.979266601,-0.994855267,-0.662216821,-0.98982693,-0.980208382,-0.926532741,-0.974822943,-0.963448703,-0.9918662,-0.966086438,-0.980462367,-0.65174112,-0.670597383,-0.994797068,-0.931048932,-0.997502127,-0.970807262,-0.95228174,-0.99627065,-0.984335723,-0.968870871,-0.986595758,-0.993009215,-0.977544427,-0.993828648,-0.976762444,-0.653370673,-0.951719297,-0.988495352,-0.966386965,-0.96999548,-0.993197778,-0.990867516,-0.983443158,-0.912940166,-0.967679953,-0.995006582,-0.967703417,-0.982064631,-0.940172104,-0.979540541,-0.990788366,-0.99128554,-0.995295246,-0.97145296,-0.979853271,-0.896600993,-0.984328971,-0.902685335,-0.950864304,-0.995835327,-0.894076689,-0.995029862,-0.94382273,-0.974505739,-0.931760474,-0.979450778,-0.925222114,-0.991717212,-0.957873712,-0.949226905,-0.971145262,-0.962473084,-0.942359425,-0.99165203,-0.975463883,-0.992022171,-0.99418715,-0.990569541,-0.972185108,-0.989146245,-0.660333523,-1,-0.974997897,-0.956327019,-0.996130974,0.956162681,-0.993083709,-0.995628141,-0.985427479,-0.956769655,-0.994371056,-0.992925927,-0.974641323,-0.989845921,-0.968482195,-0.993737858,-0.989058712,-0.993791401,-1,-0.924903187,-0.972304573,-0.994676016,-0.975127693,-0.959183794,-0.993642413,-0.974146243,-0.989541087,-0.997043524,-0.953798708
f20,-0.66468525,-1,-0.812763446,-0.906382559,-0.854524461,-0.98654024,-0.984383713,-0.804070683,-0.992035269,-0.832833327,-0.919737634,-0.847506558,-0.813064608,-0.839521501,-0.94013521,-0.933645482,-0.761844862,-0.83778175,-0.915668778,-0.914039904,-0.833961375,0.57435769,-0.992041331,-0.835421837,-0.976966785,-0.875721154,-0.95092053,-0.735490833,-0.891917419,-0.992017085,-0.986216288,-0.860039359,-0.93733903,-0.995332692,-0.908180989,-0.979516378,-0.87380896,-0.792524339,-0.893405884,-0.830194412,-0.835422805,-0.918964625,-0.892849741,-0.832448116,-0.977441345,-0.973437435,-0.384432695,-0.987369982,-0.599676319,-0.820608164,-0.991463474,-0.91662491,-0.987240671,-0.88403358,-0.84760852,-0.934074218,-0.909141593,-0.993067735,-0.686219521,-0.961964472,-0.920258667,-0.893637914,-0.914363341,-0.867247467,-0.979625484,-0.844677145,-0.927485892,-0.613280208,-0.632183815,-0.978451585,-0.688041994,-0.99342738,-0.911678681,-0.840310915,-0.99540947,-0.907370103,-0.958230626,-0.935968982,-0.984634253,-0.896502591,-0.989701616,-0.877477974,-0.626413325,-0.831114604,-0.980647847,-0.87044887,-0.842181789,-0.9820541,-0.983155262,-0.931606218,-0.609348014,-0.880684209,-0.986113244,-0.875383856,-0.912558727,-0.687431809,-0.906948459,-0.972507334,-0.976614068,-0.99119273,-0.822327377,-0.899020698,-0.695319027,-0.928899192,-0.703685499,-0.941626324,-0.997003629,-0.891043618,-0.993867844,-0.858670685,-0.898970217,-0.749034723,-0.901150113,-0.886008583,-0.985941503,-0.893365149,-0.857944732,-0.882656607,-0.847742413,-0.830770932,-0.986713326,-0.930870801,-0.988762093,-0.992441386,-0.989727882,-0.870066962,-0.967804102,-0.631517057,-1,-0.870588235,-0.873111535,-0.976669522,0.487933696,-0.973218543,-0.980983246,-0.93154289,-0.858208299,-0.971866842,-0.976074154,-0.862064032,-0.98159334,-0.86761187,-0.984500901,-0.900794453,-0.969599864,-1,-0.682580637,-0.878550993,-0.976511925,-0.909753124,-0.844935079,-0.989067185,-0.906570201,-0.959818653,-0.988477205,-0.821388217
f21,-0.681430063,-1,-0.997156652,-0.996819667,-0.999766629,-0.993611052,-0.986174322,-0.999998213,-0.987917537,-0.999363474,-0.98505054,-0.995902111,-0.986349565,-0.999860228,-0.994368476,-0.988758508,-0.997846337,-0.985199887,-0.999992358,-0.999630007,-0.989904467,1,-0.994786013,-0.994643534,-0.988000388,-0.982236005,-0.972186848,-0.986657797,-0.994994865,-0.992155532,-0.993903967,-0.873011482,-0.999985214,-0.994697286,-0.995839429,-0.995668058,-0.997880325,-0.999501522,-0.996936462,-0.973585247,-0.999573531,-0.925474948,-0.996693587,-0.996259238,-0.992228601,-0.999262785,-0.999638424,-0.992625261,-0.715005219,-0.997263045,-0.987139875,-0.901508351,-0.984613779,-0.907118266,-0.983349527,-1,-0.996771787,-0.988736952,-0.764613779,-0.982713987,-0.980284508,-0.838580376,-0.998809372,-0.986823441,-0.989154489,-1,-0.996315566,-0.663361169,-0.754175365,-0.99184238,-0.731680585,-0.991492693,-0.999937402,-0.985430638,-0.998549061,-0.998683297,-0.963178497,-0.976946764,-0.982729645,-0.9991681,-0.98861691,-0.998934774,-0.623173278,-0.996229466,-0.985558455,-0.897207724,-0.984247604,-0.986670146,-0.98486952,-0.998884238,-0.953456316,-0.99990829,-0.993689979,-0.990976052,-0.996436562,-0.673799582,-0.986554521,-0.991920668,-0.983920218,-0.994989562,-0.994806315,-0.998264005,-0.990661786,-0.980034115,-0.989298555,-0.951456159,-0.997907098,-0.937854906,-0.994890397,-0.970935748,-0.998383639,-0.998506149,-0.996553114,-0.814697286,-0.987823591,-0.887186848,-0.947438814,-0.898810021,-0.991845907,-0.97367493,-0.996106472,-0.998230723,-0.995537578,-0.999070981,-0.98441023,-0.994143219,-0.982682696,-0.754770355,-1,-0.999491014,-0.998174417,-0.994712944,0.62901357,-0.992995825,-0.995762004,-0.991306585,-0.980536936,-0.983971816,-0.991030209,-0.998640945,-0.941133216,-0.997734562,-0.991957203,-0.874217119,-0.979566806,-1,-0.748507307,-0.901330898,-0.988841336,-0.997720536,-0.974054879,-0.993637787,-0.972243022,-0.984565389,-0.983721294,-0.933339009
f22,-0.831035895,-1,-0.995202069,-0.96296103,-0.999831154,-0.988521998,-0.970482772,-1,-0.965442262,-0.997480916,-0.983243691,-0.991860263,-0.984097463,-0.990418524,-0.939113739,-0.988171154,-0.987858801,-0.981944304,-1,-1,-0.999433681,-0.830949043,-0.974130551,-0.997152689,-0.909039663,-0.984966898,-0.936635359,-0.993683141,-0.989378995,-0.930081144,-0.950373463,-0.727803144,-1,-0.932627765,-0.98903289,-0.896519101,-0.999242458,-0.997261773,-0.989504793,-0.959835966,-0.995332691,-0.886608683,-0.999072599,-0.988653778,-0.96893805,-1,-0.99769622,-0.971345087,-0.756172686,-0.998563905,-0.95837314,-0.926783875,-0.932975173,-0.992996887,-0.995527869,-1,-1,-0.98394171,-0.85328238,-0.954697445,-0.997369444,-0.870801643,-0.99268143,-0.986140287,-0.958335918,-1,-1,-0.890504609,-0.862277752,-0.966993188,-0.798311352,-0.977827959,-0.999281302,-0.982225812,-0.974093329,-0.998570859,-0.907453131,-0.93484559,-0.985157636,-0.994994535,-0.91954105,-0.996786055,-0.862277752,-0.988563476,-0.918480216,-0.920139707,-0.944168255,-0.930996191,-0.946558185,-0.996990272,-0.970720201,-1,-0.943732397,-0.999471567,-0.992347745,-0.800550889,-0.960188668,-0.885423775,-0.967354641,-0.970954254,-0.969123453,-0.992409235,-0.99696006,-0.597061856,-0.996504604,-0.924066653,-0.989621202,-0.76008102,-0.973631153,-0.941000311,-0.9971949,-0.989309688,-0.993619949,-0.85517451,-0.950835639,-0.759454446,-0.995737705,-0.912552576,-0.998821566,-0.95997233,-0.958224252,-0.990925436,-0.962706428,-0.941291239,-0.961710734,-0.987011601,-0.916743017,-0.868425624,-1,-0.999598268,-1,-0.97128305,0.696310036,-0.96220703,-0.982645136,-1,-0.997671927,-0.997257962,-0.99726508,-0.999811598,-0.982686943,-0.998587183,-0.946803231,-0.920902763,-0.944656749,-1,-0.774268893,-0.913048873,-0.968764346,-0.998810672,-0.993200136,-0.984040969,-0.960776489,-1,-0.986106803,-0.995354591
f23,-0.592873848,-1,-0.999543486,-0.997716648,-0.99987397,-0.990332165,-0.97187245,-0.999998523,-0.977578939,-0.999846128,-0.996423291,-0.999178813,-0.99621804,-0.999268961,-0.978810494,-0.992140793,-0.998666315,-0.997431298,-0.999991907,-0.998958019,-0.998918304,-0.561785503,-0.981834554,-0.999253254,-0.980092557,-0.998434214,-0.959653899,-0.998515223,-0.998847251,-0.993546986,-0.977136085,-0.861951889,-0.999998722,-0.990982651,-0.999207056,-0.983386652,-0.999722461,-0.999578297,-0.998308656,-0.996135532,-0.999655341,-0.796717398,-0.999484098,-0.994769586,-0.98880634,-0.99980902,-0.999840357,-0.978511041,-0.670672737,-0.999064675,-0.984204877,-0.929771804,-0.983285428,-0.99430169,-0.995430793,-1,-0.997455872,-0.981387482,-0.738505305,-0.968658595,-0.998999546,-0.81470992,-0.999243108,-0.998365071,-0.976157589,-1,-0.999226182,-0.769715962,-0.770559493,-0.962547211,-0.854777656,-0.992619101,-0.999844433,-0.997471347,-0.9947448,-0.99968919,-0.937490115,-0.950754644,-0.991067004,-0.998848208,-0.979139472,-0.999356283,-0.772246556,-0.994727958,-0.981079594,-0.819480089,-0.996539472,-0.970708376,-0.950822127,-0.999712791,-0.993719938,-0.999945612,-0.973846313,-0.998223937,-0.996842416,-0.866722059,-0.996437582,-0.975925617,-0.981656128,-0.988979264,-0.977749157,-0.999151906,-0.993320802,-0.971777377,-0.997337517,-0.887797687,-0.966996839,-0.864693366,-0.987718185,-0.996029486,-0.998297088,-0.998926592,-0.9940554,-0.80168158,-0.984251271,-0.861875971,-0.996238383,-0.858961571,-0.991508145,-0.996148653,-0.992053935,-0.99945021,-0.977848869,-0.996566828,-0.979434708,-0.998422545,-0.957363574,-0.771006565,-1,-0.999326979,-0.998855275,-0.981623671,0.992880596,-0.959295398,-0.980425857,-0.992376562,-0.990706618,-0.98389277,-0.998377467,-0.999669523,-0.997186573,-0.999372291,-0.976448607,-0.911850982,-0.945744068,-1,-0.827464113,-0.84127272,-0.97653296,-0.999072225,-0.998736436,-0.981944213,-0.98800401,-0.999293497,-0.972066462,-0.995045045
f24,-0.855569591,-1,-0.989370696,-0.871841439,-0.995231554,-0.993390035,-0.988741298,-0.999217951,-0.990243516,-0.995582321,-0.843508257,-0.988921306,-0.954927961,-0.993599454,-0.980632042,-0.995752543,-0.993917146,-0.95059323,-0.998775204,-0.841932793,-0.980390615,-0.961028441,-0.984008066,-0.959466947,-0.987527317,-0.98803616,-0.970864228,-0.987435501,-0.94646572,-0.992500241,-0.99619121,-0.916677901,-0.993231392,-0.995869468,-0.992720553,-0.970370286,-0.943625839,-0.968741964,-0.984781171,-0.988734084,-0.992435085,-0.951967554,-0.993987366,-0.975270844,-0.963416582,-0.996392911,-0.995275788,-0.986038213,-0.893014008,-0.973813756,-0.988763956,-0.972466141,-0.991208741,0.162706379,-0.945472092,-1,-0.981047897,-0.993096143,-0.81986983,-0.980559536,-0.850249777,-0.925349073,-0.995713215,-0.637406257,-0.993540238,-1,-0.96940546,-0.9186582,-0.820322988,-0.983935561,-0.931006746,-0.994364985,-0.997903203,-0.951363537,-0.997750072,-0.670294135,-0.983323798,-0.979342808,-0.991584862,-0.405851571,-0.990526739,-0.970111882,-0.811033256,-0.97507403,-0.990775976,-0.929991673,-0.976671913,-0.993723766,-0.979886597,-0.985771521,-0.943334058,-0.990902281,-0.991403599,-0.948275932,-0.881857977,-0.952645025,-0.980506408,-0.973827879,-0.987122011,-0.99331819,-0.672257774,-0.975760586,-0.981193432,-0.909575625,-0.983352005,-0.953603453,-0.973898119,-0.878062071,-0.986817644,-0.985187822,-0.456242429,-0.992693399,-0.980437769,-0.930340605,-0.991555407,-0.923917095,-0.960717459,-0.95061941,-0.958839044,-0.988772334,-0.996358878,-0.992532697,-0.991559939,-0.997559746,-0.982372167,-0.98231167,-0.966104968,-0.801827358,-1,-0.947270932,-0.988753697,-0.986935465,0.842015645,-0.98206402,-0.994054572,-0.987139644,0.108150966,-0.991099984,-0.992702705,-0.993665795,-0.977663593,-0.73484285,-0.99139227,-0.972583962,-0.962256499,-1,-0.923316661,-0.939147724,-0.979700803,-0.995873683,-0.958318669,-0.955599613,0.405856436,-0.996141893,-0.987674112,-0.961866846
f25,-0.680922653,-1,-0.991316179,-0.990783242,-0.987092265,-0.997765931,-0.991892898,-0.993567452,-0.991957041,-0.98496716,-0.994883165,-0.993104176,-0.985063337,-0.990216963,-0.992012817,-0.99023723,-0.876002065,-0.97102203,-0.996596729,-0.99493583,-0.986343745,-0.686815432,-0.992765799,-0.953356496,-0.992673831,-0.958028784,-0.987165847,-0.974056448,-0.978076043,-0.995518365,-0.995180918,-0.871440942,-0.990186392,-0.996868154,-0.982628564,-0.991393699,-0.979559153,-0.984957075,-0.992510082,-0.960752765,-0.99323127,-0.956876465,-0.987224306,-0.930213484,-0.995783303,-0.995236787,-0.958696405,-0.988524003,-0.764489667,-0.993878405,-0.994840682,-0.964604287,-0.985004511,-0.954728754,-0.95902108,-0.990584024,-0.996339152,-0.995130719,-0.759603653,-0.988713642,-0.981849357,-0.948239487,-0.990676105,-0.976877166,-0.99306978,-0.99340313,-0.995301865,-0.816216714,-0.7713167,-0.991047885,-0.803315629,-0.989285351,-0.992657637,-0.97147383,-0.996235092,-0.997183079,-0.933810129,-0.987545127,-0.989656264,-0.995432602,-0.990718805,-0.993130494,-0.798368261,-0.929658067,-0.990707649,-0.948523947,-0.997073252,-0.985592952,-0.983046759,-0.9922579,-0.967028813,-0.987605062,-0.995551831,-0.987730561,-0.996732925,-0.820399945,-0.994814261,-0.985372635,-0.994149367,-0.991812022,-0.977367708,-0.995220161,-0.987412491,-0.985075721,-0.987175675,-0.896202881,-0.993761408,-0.90878604,-0.995278526,-0.970370816,-0.991976529,-0.887656431,-0.991063987,-0.931311345,-0.990888923,-0.900076553,-0.981745521,-0.956611527,-0.93326885,-0.960886016,-0.992553849,-0.936418381,-0.994589688,-0.99692672,-0.987857475,-0.991256726,-0.97351499,-0.773857316,-1,-0.986298251,-0.988859771,-0.995825135,1,-0.995825135,-0.992439507,-0.995019822,-0.950888496,-0.99217178,-0.994346707,-0.988452712,-0.905030503,-0.988681534,-0.990950277,-0.953984458,-0.981125261,-1,-0.790367134,-0.952592836,-0.993206433,-0.99312734,-0.874828457,-0.990640718,-0.940499721,-0.981832822,-0.993582923,-0.960353223
f26,-0.536619843,-1,-0.993200169,-0.995690768,-0.994802905,-0.991743857,-0.923941227,-0.994445161,-0.977802729,-0.990091421,-0.992944109,-0.991404659,-0.989284933,-0.991924324,-0.937511612,-0.996489499,-0.991093547,-0.986065078,-0.996118489,-0.997014073,-0.992752583,-0.558962512,-0.911307846,-0.993200617,-0.972558995,-0.988430505,-0.947333985,-0.989952166,-0.990531411,-0.954991559,-0.991437734,-0.73077327,-0.998117582,-0.990969232,-0.994542622,-0.954232264,-0.990018255,-0.993178801,-0.994827594,-0.984266272,-0.986979278,-0.764166108,-0.99598189,-0.98941491,-0.94589617,-0.99821254,-0.994713986,-0.858318726,-0.478557985,-0.991284484,-0.975864102,-0.876347951,-0.923101156,-0.992496316,-0.996536187,-0.995195441,-0.995474309,-0.933440496,-0.610659214,-0.977770418,-0.994842241,-0.84681621,-0.993929141,-0.9901411,-0.966187126,-0.994760033,-0.995091943,-0.720514705,-0.620352345,-0.950597339,-0.591192174,-0.981696136,-0.993920679,-0.986282339,-0.990468421,-0.99608985,-0.941970452,-0.894183313,-0.867963392,-0.996018809,-0.933311255,-0.994113745,-0.675280091,-0.989330666,-0.975912568,-0.772340649,-0.991727253,-0.934878311,-0.964733156,-0.995797787,-0.983937858,-0.99480136,-0.950419632,-0.996200356,-0.997857589,-0.680126657,-0.99476275,-0.928303137,-0.978859218,-0.957754101,-0.994919712,-0.994813302,-0.969790539,-0.989581233,-0.978512346,-0.70242086,-0.978772042,-0.841258815,-0.992713996,-0.984242928,-0.994347713,-0.988674433,-0.994892962,-0.853052125,-0.946671621,-0.766718633,-0.991180919,-0.793907867,-0.993002948,-0.984319691,-0.984846404,-0.992734999,-0.93704311,-0.991470044,-0.984781783,-0.992258001,-0.896268528,-0.675506264,-1,-0.993741064,-0.988433487,-0.948367919,0.977770418,-0.956267821,-0.988852899,-0.997016705,-0.996144347,-0.980080615,-0.998605574,-0.993791557,-0.996882468,-0.992339728,-0.940839587,-0.836832285,-0.845152223,-1,-0.531805588,-0.807607493,-0.966316368,-0.993866705,-0.991106642,-0.968141907,-0.995851429,-0.997570603,-0.984539455,-0.990095159
f27,-0.938165271,-1,-0.997392978,-0.998280482,-0.996019824,-0.997473355,-0.994845286,-0.99723209,-0.996024754,-0.996116088,-0.997526583,-0.997422954,-0.995736915,-0.99663801,-0.996832909,-0.99771488,-0.994796845,-0.995641702,-0.998769982,-0.998342412,-0.996623297,1,-0.998580269,-0.996633789,-0.996059588,-0.995853255,-0.985045504,-0.994995991,-0.997100834,-0.998194394,-0.992792137,-0.949464871,-0.998218777,-0.996599927,-0.998138574,-0.998208955,-0.996909014,-0.995788341,-0.997946572,-0.994740571,-0.996067031,-0.980349472,-0.997371214,-0.99549367,-0.99728431,-0.999442734,-0.996517884,-0.992049509,-0.946152166,-0.996854116,-0.994845286,-0.99076083,-0.993738624,-0.996154987,-0.996845428,-0.998169301,-0.998028741,-0.996832909,-0.933017838,-0.990673462,-0.998224142,-0.965839097,-0.99777915,-0.996736073,-0.995405897,-0.997084133,-0.998262795,-0.944666909,-0.942482708,-0.992129596,-0.95771387,-0.999424827,-0.997478458,-0.995709653,-0.999031671,-0.998630141,-0.988074263,-0.989362941,-0.994976338,-0.99798385,-0.991292319,-0.997954302,-0.948307244,-0.995457805,-0.998973426,-0.964484893,-0.997163547,-0.995500546,-0.994939934,-0.99855515,-0.99204883,-0.997217109,-0.998005096,-0.997091422,-0.998223758,-0.96141245,-0.997976668,-0.995813615,-0.98069741,-0.996323262,-0.995895099,-0.99820489,-0.990614393,-0.996559217,-0.991435458,-0.994554059,-0.990593375,-0.984703313,-0.998281762,-0.994875423,-0.997681707,-0.994053212,-0.997792253,-0.956483436,-0.99141609,-0.981812887,-0.995355545,-0.960101929,-0.996143581,-0.994758428,-0.99423371,-0.997849358,-0.997699308,-0.999767019,-0.996126684,-0.997491432,-0.998230266,-0.951081179,-1,-0.997800394,-0.996160115,-0.999337459,-0.173119767,-0.998849654,-0.995471423,-0.998181599,-0.995593792,-0.987644703,-0.999271454,-0.997795164,-0.998918274,-0.997243559,-0.994488533,-0.981798325,-0.995813615,-1,-0.957546414,-0.969028031,-0.972115035,-0.997792706,-0.996396924,-0.997480888,-0.996887314,-0.999048345,-0.997153258,-0.995660111
f28,-0.389483557,-1,-0.84238501,-0.808904488,-0.880729494,-0.930951038,-0.910088317,-0.844519699,-0.94268495,-0.863916197,-0.793555038,-0.869417975,-0.81113962,-0.867386726,-0.936008615,-0.943703769,-0.806319993,-0.826701528,-0.932266831,-0.787614282,-0.850920873,-0.473396264,-0.90455481,-0.832948674,-0.914287007,-0.89089572,-0.912061344,-0.77957811,-0.865690679,-0.959969779,-0.940368032,-0.630918864,-0.944316795,-0.967118529,-0.920817782,-0.929019652,-0.848790858,-0.807541818,-0.90188966,-0.855571898,-0.863084825,-0.804302102,-0.909865523,-0.845045683,-0.946346166,-0.975720957,-0.509442325,-0.94711384,-0.370833587,-0.834361361,-0.944123036,-0.880548488,-0.90659731,0.154404476,-0.829782629,-0.947924928,-0.910906871,-0.951921357,-0.488332914,-0.8551145,-0.800128866,-0.789903867,-0.928436769,-0.563699912,-0.913940583,-0.877309778,-0.914755042,-0.59115264,-0.485206638,-0.933729907,-0.523100571,-0.970616484,-0.928317961,-0.829403447,-0.973398869,-0.625454986,-0.845582833,-0.894793883,-0.932871918,-0.375150068,-0.942431374,-0.875899287,-0.48798555,-0.843812433,-0.9200264,-0.699092512,-0.854015038,-0.943508202,-0.926028849,-0.932969532,-0.639625256,-0.897435913,-0.903147986,-0.854285414,-0.822938948,-0.525500855,-0.908679543,-0.932878866,-0.940294921,-0.943247679,-0.560074268,-0.898079327,-0.742140494,-0.861182394,-0.750722308,-0.81868297,-0.96932429,-0.695375718,-0.955909095,-0.87482388,-0.423160335,-0.795082609,-0.904036662,-0.773775759,-0.952744609,-0.660670586,-0.851882674,-0.711698349,-0.842106802,-0.856062256,-0.946870685,-0.938568851,-0.909998003,-0.977883338,-0.951087683,-0.881196829,-0.908435185,-0.487697238,-1,-0.849578685,-0.889490254,-0.972509618,0.937467543,-0.923711931,-0.95691645,-0.934170077,0.124936184,-0.957183921,-0.974430584,-0.885253813,-0.965043321,-0.653052214,-0.934237059,-0.776297621,-0.883646974,-1,-0.534817156,-0.714116002,-0.941358019,-0.924941818,-0.839413613,-0.944536399,0.358860347,-0.96473397,-0.961147343,-0.824057145
f29,-0.361341748,-1,-1,-0.998994906,-0.988652235,-0.951148948,-0.88665476,-0.999981611,-0.908388076,-0.999770286,-0.998445512,-0.999985354,-1,-1,-0.924655787,-1,-0.999649999,-1,-1,-1,-0.999963449,-0.420854762,-0.898797136,-0.999961807,-0.876565711,-0.9997673,-0.890208326,-0.999804757,-0.999271874,-0.945884964,-0.928178613,-0.550203346,-1,-0.968442118,-0.996222942,-0.925313627,-0.998328968,-1,-0.998980352,-0.999990367,-0.999973856,-0.798608699,-1,-0.99967995,-0.943683966,-1,-0.999997728,-0.938242952,-0.409278005,-0.999993842,-0.916257566,-0.84618837,-0.907527351,-1,-0.999799864,-1,-0.993350023,-0.958580664,-0.565333669,-0.90201256,-0.995364367,-0.771071634,-0.998790749,-1,-0.916177641,-1,-0.993503431,-0.660628268,-0.587466608,-0.916472747,-0.554187275,-0.974596304,-0.986111042,-1,-0.968460562,-1,-0.868905372,-0.858490595,-0.94774782,-0.981548218,-0.942940054,-1,-0.628658467,-0.999677403,-0.899959116,-0.711632396,-1,-0.936718238,-0.905842789,-1,-0.999880317,-1,-0.906082562,-1,-1,-0.559185631,-0.969101048,-0.918716781,-0.924532113,-0.944962758,-1,-0.999483784,-1,-0.996593131,-0.999805537,-0.796057263,-0.9700652,-0.712345569,-0.942872425,-0.999996415,-1,-0.995541988,-0.999856078,-0.763644803,-0.922190423,-0.697854642,-1,-0.711195886,-0.999949801,-0.9999904,-0.931400185,-1,-0.898920097,-0.973446621,-0.949856597,-1,-0.869265775,-0.610743083,-1,-0.999858329,-1,-0.943505673,0.872206869,-0.901502273,-0.952580178,-0.999567014,-1,-0.94777856,-0.999155259,-1,-0.999408577,-1,-0.919780392,-0.806336783,-0.843575453,-1,-0.545684538,-0.71061797,-0.932390019,-0.99087101,-0.999950663,-0.939749222,-0.999802969,-1,-0.953385571,-0.999077315
